IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,,,
RRDEURSING01,11,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2011,2011/12,26-Sep-11,Part-time,,,,
RRDEURSING01,10,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2011,2011/12,26-Sep-11,Full-time,,,,
RRDEURSING01,15,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2013,2013/14,23-Sep-13,Part-time,,,,
RRDEURSING01,12,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDEURSING01,13,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2012,2012/13,24-Sep-12,Part-time,,,,
RRDEURSING01,14,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDFINSING01,11,Research Degree:  Slade School,ART,Faculty of Arts and Humanities,SLADE_ART,Slade School of Fine Art,2011,2011/12,26-Sep-11,Part-time,,,,
RRDFRESING01,11,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2011,2011/12,26-Sep-11,Part-time,,,,
RRDFRESING01,14,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2013,2013/14,23-Sep-13,Full-time,,,,
RRDFRESING01,13,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2012,2012/13,24-Sep-12,Part-time,,,,
RRDFRESING01,10,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2011,2011/12,26-Sep-11,Full-time,,,,
RRDFRESING01,15,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2013,2013/14,23-Sep-13,Part-time,,,,
RRDFRESING01,12,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2012,2012/13,24-Sep-12,Full-time,,,,
RRDGCNS4YR01,1,Research Degree: Gatsby Computational Neuroscience Unit 4 Year,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2012,2012/13,24-Sep-12,Full-time,,,,
RRDGCNS4YR01,4,Research Degree: Gatsby Computational Neuroscience Unit 4 Year,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2013,2013/14,23-Sep-13,Full-time,,,,
RRDGCNSING01,13,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2012,2012/13,24-Sep-12,Part-time,,,,
RRDGCNSING01,12,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2012,2012/13,24-Sep-12,Full-time,,,,
RRDGCNSING01,11,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2011,2011/12,26-Sep-11,Part-time,,,,
RRDGCNSING01,10,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2011,2011/12,26-Sep-11,Full-time,,,,
RRDGCNSING01,14,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2013,2013/14,23-Sep-13,Full-time,,,,
RRDGEOSING01,15,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2013,2013/14,23-Sep-13,Part-time,,,,
RRDGEOSING01,12,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2012,2012/13,24-Sep-12,Full-time,,,,
RRDGEOSING01,13,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2012,2012/13,24-Sep-12,Part-time,,,,
RRDGEOSING01,11,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2011,2011/12,26-Sep-11,Part-time,,,,
RRDGEOSING01,14,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2013,2013/14,23-Sep-13,Full-time,,,,
RRDGEOSING01,10,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2011,2011/12,26-Sep-11,Full-time,,,,
RRDGERSING01,10,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2011,2011/12,26-Sep-11,Full-time,,,,
RRDGERSING01,15,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2013,2013/14,23-Sep-13,Part-time,,,,
RRDGERSING01,14,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2013,2013/14,23-Sep-13,Full-time,,,,
RRDGERSING01,13,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2012,2012/13,24-Sep-12,Part-time,,,,
RRDGERSING01,12,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2012,2012/13,24-Sep-12,Full-time,,,,
RRDGERSING01,11,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2011,2011/12,26-Sep-11,Part-time,,,,
RRDHARSING01,12,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2012,2012/13,24-Sep-12,Full-time,,,,
RRDHARSING01,11,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2011,2011/12,26-Sep-11,Part-time,,,,
RRDHARSING01,10,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2011,2011/12,26-Sep-11,Full-time,,,,
RRDHARSING01,14,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2013,2013/14,23-Sep-13,Full-time,,,,
RRDHARSING01,15,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2013,2013/14,23-Sep-13,Part-time,,,,
RRDHARSING01,13,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2012,2012/13,24-Sep-12,Part-time,,,,
RRDHEBSING01,13,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2012,2012/13,24-Sep-12,Part-time,,,,
RRDHEBSING01,12,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDHEBSING01,14,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDHEBSING01,15,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2013,2013/14,23-Sep-13,Part-time,,,,
RRDHEBSING01,10,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2011,2011/12,26-Sep-11,Full-time,,,,
RRDHEBSING01,11,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2011,2011/12,26-Sep-11,Part-time,,,,
RRDHISSING01,14,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2013,2013/14,23-Sep-13,Full-time,,,,
RRDHISSING01,13,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2012,2012/13,24-Sep-12,Part-time,,,,
RRDHISSING01,12,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2012,2012/13,24-Sep-12,Full-time,,,,
RRDHISSING01,11,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2011,2011/12,26-Sep-11,Part-time,,,,
RRDHISSING01,15,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2013,2013/14,23-Sep-13,Part-time,,,,
RRDHISSING01,10,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2011,2011/12,26-Sep-11,Full-time,,,,
RRDICHS4YR01,9,Research Degree: Britsh Heart Foundation Child Health (4 years),PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2011,2011/12,26-Sep-11,Full-time,,,,
RRDICHS4YR01,11,Research Degree: Britsh Heart Foundation Child Health (4 years),PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDICHS4YR01,13,Research Degree: Britsh Heart Foundation Child Health (4 years),PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2013,2013/14,23-Sep-13,Full-time,,,,
RRDICHSING01,12,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDICHSING01,13,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2012,2012/13,24-Sep-12,Part-time,,,,
RRDICHSING01,11,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2011,2011/12,26-Sep-11,Part-time,,,,
RRDICHSING01,10,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2011,2011/12,26-Sep-11,Full-time,,,,
RRDICHSING01,15,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2013,2013/14,23-Sep-13,Part-time,,,,
RRDICHSING01,14,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2013,2013/14,23-Sep-13,Full-time,,,,
RRDICSSING01,10,Research Degree: Centre for intercultural Studies,ART,Faculty of Arts and Humanities,ICULT_ART,Centre for Intercultural Studies,2011,2011/12,26-Sep-11,Full-time,,,,
RRDICSSING01,12,Research Degree: Centre for intercultural Studies,ART,Faculty of Arts and Humanities,ICULT_ART,Centre for Intercultural Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDICSSING01,14,Research Degree: Centre for intercultural Studies,ART,Faculty of Arts and Humanities,ICULT_ART,Centre for Intercultural Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDIFNSING01,11,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2011,2011/12,26-Sep-11,Part-time,,,,
RRDIFNSING01,15,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2013,2013/14,23-Sep-13,Part-time,,,,
RRDIFNSING01,14,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2013,2013/14,23-Sep-13,Full-time,,,,
RRDIFNSING01,12,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2012,2012/13,24-Sep-12,Full-time,,,,
RRDIFNSING01,10,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2011,2011/12,26-Sep-11,Full-time,,,,
RRDIFNSING01,13,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2012,2012/13,24-Sep-12,Part-time,,,,
RRDINFSING01,12,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2012,2012/13,24-Sep-12,Part-time,,,,
RRDINFSING01,14,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2013,2013/14,23-Sep-13,Part-time,,,,
RRDINFSING01,13,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDINFSING01,10,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2011,2011/12,26-Sep-11,Part-time,,,,
RRDINFSING01,11,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDIONSING01,15,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2013,2013/14,23-Sep-13,Part-time,,,,
RRDIONSING01,14,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2013,2013/14,23-Sep-13,Full-time,,,,
RRDIONSING01,10,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2011,2011/12,26-Sep-11,Full-time,,,,
RRDIONSING01,11,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2011,2011/12,26-Sep-11,Part-time,,,,
RRDIONSING01,12,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2012,2012/13,24-Sep-12,Full-time,,,,
RRDIONSING01,13,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2012,2012/13,24-Sep-12,Part-time,,,,
RRDITASING01,10,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2011,2011/12,26-Sep-11,Full-time,,,,
RRDITASING01,11,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2011,2011/12,26-Sep-11,Part-time,,,,
RRDITASING01,12,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2012,2012/13,24-Sep-12,Full-time,,,,
RRDITASING01,15,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2013,2013/14,23-Sep-13,Part-time,,,,
RRDITASING01,13,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2012,2012/13,24-Sep-12,Part-time,,,,
RRDITASING01,14,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2013,2013/14,23-Sep-13,Full-time,,,,
RRDLAWSING01,11,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2011,2011/12,26-Sep-11,Part-time,,,,
RRDLAWSING01,12,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2012,2012/13,24-Sep-12,Full-time,,,,
RRDLAWSING01,15,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2013,2013/14,23-Sep-13,Part-time,,,,
RRDLAWSING01,14,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2013,2013/14,23-Sep-13,Full-time,,,,
RRDLAWSING01,13,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2012,2012/13,24-Sep-12,Part-time,,,,
RRDMANSING01,10,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDMANSING01,11,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2013-09-23,
RRDMANSING01,12,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMANSING01'), '2012-08-24',12,'FULL_TIME');"
RRDMANSING01,14,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMANSING01'), '2013-08-23',14,'FULL_TIME');"
RRDMANSING01,13,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMANSING01'), '2012-08-24',13,'PART_TIME');"
RRDMANSING01,15,Research Degree: Management Science and Innovation,ENG,Faculty of Engineering Sciences,MANSC_ENG,Management Science and Innovation,2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMANSING01'), '2013-08-23',15,'PART_TIME');"
RRDMATSING01,15,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2013,2013/14,23-Sep-13,Part-time,,,,
RRDMATSING01,14,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2013,2013/14,23-Sep-13,Full-time,,,,
RRDMATSING01,13,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2012,2012/13,24-Sep-12,Part-time,,,,
RRDMATSING01,12,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2012,2012/13,24-Sep-12,Full-time,,,,
RRDMATSING01,11,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2011,2011/12,26-Sep-11,Part-time,,,,
RRDMATSING01,10,Research Degree:  Mathematics,MAP,Faculty of Mathematical and Physical Sciences,MATHS_MAP,Mathematics,2011,2011/12,26-Sep-11,Full-time,,,,
RRDMBISING01,10,Research Degree: Medical and Biomedical Imaging,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMBISING01'), '2012-08-24',10,'FULL_TIME');"
RRDMBISING01,13,Research Degree: Medical and Biomedical Imaging,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMBISING01'), '2013-08-23',13,'FULL_TIME');"
RRDMBISING01,7,Research Degree: Medical and Biomedical Imaging,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2011-09-26,
RRDMDNSING01,10,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2011,2011/12,26-Sep-11,Full-time,,,,
RRDMDNSING01,14,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2013,2013/14,23-Sep-13,Full-time,,,,
RRDMDNSING01,12,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2012,2012/13,24-Sep-12,Full-time,,,,
RRDMDNSING01,11,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2011,2011/12,26-Sep-11,Part-time,,,,
RRDMDNSING01,15,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2013,2013/14,23-Sep-13,Part-time,,,,
RRDMDNSING01,13,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2012,2012/13,24-Sep-12,Part-time,,,,
RRDMECSING01,14,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMECSING01'), '2013-08-23',14,'FULL_TIME');"
RRDMECSING01,10,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2013-09-23,
RRDMECSING01,11,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2013-09-23,
RRDMECSING01,12,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMECSING01'), '2012-08-24',12,'FULL_TIME');"
RRDMECSING01,13,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMECSING01'), '2012-08-24',13,'PART_TIME');"
RRDMECSING01,15,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMECSING01'), '2013-08-23',15,'PART_TIME');"
RRDMEDSEDU01,14,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Full-time,,,,
RRDMEDSEDU01,15,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Part-time,,,,
RRDMEDSEDU01,13,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Part-time,,,,
RRDMEDSEDU01,12,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Full-time,,,,
RRDMEDSEDU01,11,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Part-time,,,,
RRDMEDSEDU01,10,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Full-time,,,,
RRDMEDSOPL01,4,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Full-time,,,,
RRDMEDSOPL01,7,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Full-time,,,,
RRDMEDSOPL01,8,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2013,2013/14,23-Sep-13,Part-time,,,,
RRDMEDSOPL01,6,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Part-time,,,,
RRDMEDSOPL01,3,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Full-time,,,,
RRDMEDSOPL01,5,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Part-time,,,,
RRDMHES4YR01,1,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDMHES4YR01,7,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDMHES4YR01,8,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDMHES4YR01,5,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDMHES4YR01,4,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDMHES4YR01,2,Research Degree: Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDMPHSING01,11,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2012-09-24,
RRDMPHSING01,10,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2013-09-23,
RRDMPHSING01,15,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMPHSING01'), '2013-08-23',15,'PART_TIME');"
RRDMPHSING01,12,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMPHSING01'), '2012-08-24',12,'FULL_TIME');"
RRDMPHSING01,13,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMPHSING01'), '2012-08-24',13,'PART_TIME');"
RRDMPHSING01,14,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDMPHSING01'), '2013-08-23',14,'FULL_TIME');"
RRDNEUS4MH01,13,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
