F660,Geophysics,The study of the physical structure and dynamics of the Earth.
F661,Exploration Geophysics,Geophysical techniques concerned with the discovery of geological deposits.
F670,Geochemistry,The study of the chemical processes taking place at or near the Earth's surface.
F690,Geology not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Geology categories. To be used sparingly.
F700,Ocean Sciences,"The study of oceans, the seabed and atmosphere. Includes oceanography. May include studies associated with physics, chemistry, geology and biology."
F710,Marine Sciences,The study of the coastal environment and mariculture.
F720,Hydrography,"The collection and application of data about the sea, including surveying and the study of tides and currents."
F790,Ocean Sciences not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Ocean Sciences categories. To be used sparingly.
F800,Physical and Terrestrial Geographical and Environmental Sciences,"The study of the natural features of the earth's surface and environmental interactions including topology, climate, soil and vegetation."
F810,Environmental Geography,The investigation of the relationship between natural and human environments.
F811,Biogeography,The study of the geographical distribution of flora and fauna.
F820,Geomorphology,The study of the processes determining the topography of the Earth's crust.
F830,Topography,The description of the Earth's surface features and their mapping and surveying.
F831,Cartography,The preparation and production of maps and/or charts.
F832,Remote Sensing,Topographic and geomatic data surveying carried out over a distance.
F840,Physical Geography,The study of the physical processes underlying the features of the Earth's surface.
F841,Maritime Geography,The geographical study of coastal and marine regions.
F850,Environmental Sciences,"The study of the terrestrial, aquatic and atmospheric environment and human interaction with it. May also be called Ecology."
F851,Applied Environmental Sciences,Topics in Environmental Sciences of industrial or commercial importance.
F852,Hydrology,"The study of bodies of water, their distribution and water resources."
F853,Pollution Control,The study of monitoring with the intention to reduce the emission and distribution of noxious substances in the environment.
F860,Climatology,The study of secular weather conditions and climates.
F861,Meteorology,The study of atmospheric conditions related to weather conditions and forecasting.
F870,Soil Science,The study of the properties of soils and the processes involved in their formation and distribution.
F890,Geographical and Environmental Sciences not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Geographical and Environmental Sciences categories. To be used sparingly.
F891,Geographical Information Systems,The collection and transmission of geographical data using information technology.
F900,Others in Physical Sciences,Miscellaneous grouping for related subjects which do not fit into the other Physical Sciences categories. To be used sparingly.
F990,Physical Sciences not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Physical Sciences categories. To be used sparingly.
G000,Mathematical and Computer Sciences,
G100,Mathematics,"The rigorous analysis of quantities, magnitudes, forms and their relationships, using symbolic logic and language, both in its own right and as applied to other disciplines."
G110,Pure Mathematics,"The rigorous analysis of quantities, magnitudes, forms and their relationships, using symbolic logic and language."
G120,Applied Mathematics,The application of mathematical principles to the solution of functional area problems.
G121,Mechanics (Mathematical),Branch of applied mathematics concerned with motion and the tendency to motion.
G130,Mathematical Methods,The study of specific techniques for the precise solution of mathematical problems.
G140,Numerical Analysis,The study of the mathematical methods used to obtain approximate (numerical) results to a problem on a digital computer.
G150,Mathematical Modelling,"The use of mathematical principles to construct simplified representations and simulations of 'real-world' processes, allowing calculations and predictions to be made."
G160,Engineering/Industrial Mathematics,Branch of mathematics concerned with the application of mathematical principles in the areas of engineering and industrial systems/processes.
G190,Mathematics not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Mathematics categories. To be used sparingly.
G200,Operational Research,"The development and application of complex mathematical or simulation models to solve problems involving operational systems, where the system concerned is subject to human intervention."
G290,Operational Research not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Operational Research categories. To be used sparingly.
G300,Statistics,The study of the collection and analysis of numerical data.
G310,Applied Statistics,The application of statistical techniques to functional areas.
G311,Medical Statistics,The application of statistical techniques to the collection and analysis of numerical data relating to medicine.
G320,Probability,The mathematical study of chance.
G330,Stochastic Processes,The mathematical study of systems and processes involving variables subject to random variations.
G340,Statistical Modelling,The use of statistical techniques in the modelling and simulation of 'real-world' systems or processes.
G350,Mathematical Statistics,"Concerned with the mathematical theory and proofs forming the basis of probability and inference, and their applications to the collection, analysis and description of data."
G390,Statistics not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Statistics categories. To be used sparingly.
G400,Computer Science,"The study of the design and application of electronic computer systems, including computer architectures, software and systems design."
G410,Computer Architectures & Operating Systems,The study of the systemic structure of computer systems and the associated software which facilitates the efficient co-ordination and use of the component units.
G411,Computer Architectures,The study of the systemic structure of computer systems.
G412,Operating Systems,The study of software which is designed to facilitate the efficient co-ordination and use of system components.
G420,Networks and Communications,The study of computer network systems and computer communications techniques/protocols.
G430,Computational Science Foundations,"The study of the fundamental laws or principles underpinning the design, construction and use of computer systems."
G440,Human-computer Interaction,"The study, design and application of principles and techniques aimed at optimising the interaction between computer systems and their human users."
G450,Multi-media Computing Science,"Area of Computer Science concerned with the computer controlled delivery of information in a variety of forms, including text, pictures, video, graphics and animation. Often associated with information presentation on the Internet."
G490,Computing Science not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Computing Science categories. To be used sparingly.
G500,Information Systems,"The study, design or application of computers systems which capture, process and transmit information."
G510,Information Modelling,"Concerned with the modelling of information flows within an organisation, and how these flows can be optimised and incorporated into the design of a large-scale computer system."
G520,Systems Design Methodologies,The study of standard methodologies for the design of large-scale computer systems.
G530,Systems Analysis and Design,The study of the principles and techniques for the design and implementation of large-scale computer systems.
G540,Databases,"The study, design or application of information systems which act as structured repositories for large amounts of information."
G550,Systems Auditing,"The study and development of techniques for inspecting, correcting and verifying information systems."
G560,Data Management,"The management of computer systems which capture, process and transmit data."
G590,Systems Analysis and Design not elsewhere classified,"Miscellaneous grouping for related subjects which do not fit into the other Systems, Analysis and Design categories. To be used sparingly."
G600,Software Engineering,"The study of techniques and principles for the design, construction, testing and maintenance of computer programs to satisfy the requirements of specific operational problems."
G610,Software Design,Concerned with the design of computer instruction sets to satisfy the requirements of specific operational problems.
G620,Programming,Concerned with the conversion of designs into computer instruction sets in order to satisfy the requirements of specific operational problems.
G621,Procedural Programming,"Programming using procedural computer languages and environments, e.g. Pascal, Fortran, Cobol."
G622,Object Oriented Programming,Programming using object oriented programming languages and environments.
G623,Declarative Programming,"Programming using declarative programming languages, e.g. Prolog, Miranda."
G690,Software Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Software Engineering categories. To be used sparingly.
G700,Artificial Intelligence,The study of principles and techniques for the computer-based simulation and modelling of intelligent animal behaviour patterns.
G710,Speech and Natural Language Processing,The study of principles and techniques for the computer-based modelling and simulation of the human use of language.
G720,Knowledge Representation,"Concerned with principles and methodologies for the capture, representation, storage and application of human knowledge in a computer system."
G730,Neural Computing,The study of computer-based hardware and software constructs which aim to model and simulate the salient features of animal nervous systems.
G740,Computer Vision,The study and development of digital image perception.
G750,Cognitive Modelling,The study and development of the processes involved in acquiring knowledge.
G760,Machine Learning,"The study and development of techniques whereby machines may gain knowledge through experience, deduction or reasoning."
G761,Automated Reasoning,The study and development of techniques whereby machines may draw conclusions from facts and experience.
G790,Artificial Intelligence not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Artificial Intelligence categories. To be used sparingly.
G900,Others in Mathematical and Computing Sciences,Miscellaneous grouping for related subjects which do not fit into other Mathematical and Computing Sciences categories. To be used sparingly.
G910,Others in Mathematical Sciences,Miscellaneous grouping for related mathematical subjects which do not fit into other Mathematical Sciences categories G1 to G3.
G920,Others in Computing Sciences,Miscellaneous grouping for related computing subjects which do not fit into other Computing Sciences categories G4 to G7.
G990,Mathematical and Computing Sciences not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Mathematical and Computing Sciences categories. To be used sparingly.
H000,Engineering,
H100,General Engineering,"The study of design, construction, maintenance and development of any device which uses the resources of nature to turn energy into productive and useful work."
H110,Integrated Engineering,The study of different branches of engineering and how they may interrelate.
H120,Safety Engineering,The study of engineering structures and the development and use of materials with particular emphasis on preventing injury or sickness.
H121,Fire Safety Engineering,The study of engineering structures and the development and use of materials with particular emphasis on preventing injury or damage through fire.
H122,Water Quality Control,"The study of engineering structures and fluid mechanics with particular emphasis on improving and maintaining water supplies and the disposal of waste water. May include considerations of health, hygiene and recreational use."
H123,Public Health Engineering,"The study of engineering principles, design and construction, with particular emphasis on public health and safety."
H130,Computer-Aided Engineering,The study and development of the use of computers with particular application to engineering problems. Includes aspects of software design and programming skills.
H131,Automated Engineering Design,The study and development of the use of computers with particular application to engineering development and design. Includes aspects of software design and programming skills.
H140,Mechanics,The study of the equilibrium of bodies or their motion within a particular frame of reference. May also be called Stress Analysis.
H141,Fluid Mechanics,"The study of the mechanical and flow properties of fluids. May also be called Fluid Dynamics, Hydraulics or Hydrodynamics. Involves the study and application of specialist mathematics."
H142,Solid Mechanics,The study of the mechanical and static properties of solids. Involves the study and application of specialist mathematics.
H143,Structural Mechanics,The study of the equilibrium and motion of structures either of themselves or influenced by forces outside them. Involves the study and application of specialist mathematics.
H150,Engineering Design,The study of the principles of engineering as they apply to the development of electronic or manufacturing engineering tools.
H190,General Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other General Engineering categories. To be used sparingly.
H200,Civil Engineering,"The study of the principles of engineering as they apply to the designing and construction of public works, e.g. buildings, bridges, pipelines etc. Involves the study and application of specialist mathematics."
H210,Structural Engineering,The study of the principles of engineering as they apply to the design and construction of physical shapes and forms. Involves the study and application of specialist mathematics.
H220,Environmental Engineering,The study of the principles of engineering as they apply to the sympathetic use of natural resources.
H221,Energy Resources,"The study and principles of engineering as they apply to the development and exploitation of various forms of energy e.g. wind, water, solar etc. Involves the study and application of specialist mathematics."
H222,Coastal Decay,"The study and principles of engineering as they apply to coastal and off-shore structures and the prevention of damage, decay and erosion to the natural environment. Includes the study and application of specialist mathematics."
H223,Environmental Impact Assessment,The study and principles of engineering as they apply to the assessment and repair of insensitive environmental exploitation or natural upheaval.
H230,Transport Engineering,"The study and principles of engineering as they apply to the planning, development and construction of the routes for any form of terrestrial transport."
H231,Permanent Way Engineering,"The study and principles of engineering as they apply to the planning, development and construction of the routes for rail transport."
H232,Pavement Engineering,"The study and principles of engineering as they apply to the planning, development and construction of the routes for road transport."
H240,Surveying Science,"The study and practice of measuring altitudes, angles and distances on the land surface so that they can be accurately plotted on a map. May include the use of satellite information. Includes the setting out on the ground the positions of proposed structures."
H241,General Practice Surveying,"The study and practice of measuring altitudes, angles and distances on the land surface in order to discover the land contours and plot constructions accordingly."
H242,Engineering Surveying,"The study and practice of measuring altitudes, angles and distances on the land surface in order to plan sites and constructions. Includes specialist underwater surveying techniques."
H250,Geotechnical Engineering,"The study and practice of discovering the formation, arrangement and structure of the rocks of the earth's crust by means of sonic investigation. Includes the design of earth structures, e.g. dams and foundations of build structures."
H290,Civil Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Civil Engineering categories. To be used sparingly.
H300,Mechanical Engineering,"The study of the principles of engineering as they apply to the design, development manufacture and operation of machinery."
H310,Dynamics,The study of the forces that change or produce the motion of bodies. May include the study of kinetics. Involves the study and application of specialist mathematics.
H311,Thermodynamics,"The study of the interrelationship and interconversion of different forms of energy. Includes the study of the effects of pressure, temperature etc. May also be called Heat Exchange Technology. Involves the study and application of specialist mathematics."
H320,Mechanisms and Machines,The study of the assembly and structure of moving parts arranged to transmit or modify force in order to perform some function.
H321,Turbine Technology,The study of the conversion of the kinetic energy of a moving fluid via a rotating blade into mechanical energy. Involves the study and application of specialist mathematics.
H330,Automotive Engineering,The study of mechanical self propulsion in vehicles.
H331,Road Vehicle Engineering,The study of mechanical self propulsion in road vehicles.
H332,Rail Vehicle Engineering,The study of mechanical self propulsion in rail vehicles
H333,Ship Propulsion Engineering,The study of mechanical self propulsion in floating vessels.
H340,Acoustics and Vibration,The study of oscillation and resonance.
H341,Acoustics,The study of sound and sound waves.
H342,Vibration,The study of periodic motion about an equilibrium position.
H350,Offshore Engineering,The study and principles of engineering as they apply to the construction of structures sited in the sea and their interaction with wind and waves. Involves the study and application of specialist mathematics.
H360,Electromechanical Engineering,The study of electrically-operated mechanical devices.
H390,Mechanical Engineering not elsewhere classified,Miscellaneous group for related subjects which do not fit into other Mechanical Engineering categories. To be used sparingly.
H400,Aerospace Engineering,The study of the principles of engineering as they apply to aircraft and spacecraft in the atmosphere and in space. Involves the study and application of specialist mathematics.
H410,Aeronautical Engineering,"The study of the principles of engineering as they apply to the design, production and maintenance of aircraft. Involves the study and application of specialist mathematics."
H411,Air-Passenger Transport Engineering,"The study of the principles of engineering as they apply to the design, production and maintenance of passenger-carrying aircraft. Involves the study and application of specialist mathematics."
H412,Air-Freight Transport Engineering,"The study of the principles of engineering as they apply to the design, production and maintenance of freight-carrying aircraft. Involves the study and application of specialist mathematics."
H413,Air-Combat Engineering,"The study of the principles of engineering as they apply to the design, production and maintenance of combat aircraft. Involves the study and application of specialist mathematics."
H420,Astronautical Engineering,"The study of the principles of engineering as they apply to the design, production and maintenance of spacecraft. Involves the study and application of specialist mathematics."
H430,Avionics,The study of electronics as applied to aeronautics and astronautics. Involves the study and application of specialist mathematics.
H440,Aerodynamics,"The study of the flow properties of gases, especially the forces acting on a body passing through air, and the interaction of the body's deformation with the flow. Involves the study and application of specialist mathematics."
H441,Flight Mechanics,The study of natural or constructed bodies in flight; how they are affected and influenced by forces outside them. Involves the study and application of specialist mathematics.
H450,Propulsion Systems,The study of aerospace locomotion and its driving force. Involves the study and application of specialist mathematics.
H460,Aviation studies,The study of the technical aspects of flying and navigation.
H490,Aerospace Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Aerospace Engineering categories. To be used sparingly.
H500,Naval Architecture,The study of the principles of engineering as they apply to ships and their reaction to water and its pressures. Involves the study and application of specialist mathematics.
H510,Shipbuilding,The study of the principles of engineering as they apply to the production and maintenance of ships and boats. Involves the study and application of specialist mathematics.
H511,Surface Passenger Ship Building,The study of the principles of engineering as they apply to the production and maintenance of passenger-carrying ships which float on or above the surface of the water. Involves the study and application of specialists mathematics.
H512,Surface Freight Ship Building,The study of the principles of engineering as they apply to the production and maintenance of freight-carrying ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.
H513,Surface Combat Ship Building,The study of the principles of engineering as they apply to the production and maintenance of combat ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.
H514,Submarine Building,The study of the principles of engineering as they apply to the production and maintenance of ships which float on or under the surface of the water. Involves the study and application of specialist mathematics.
H520,Ship Design,The study of the principles of engineering as they apply to the design of floating vessels. Involves the study and application of specialist mathematics.
H521,Surface Passenger Ship Design,The study of the principles of engineering as they apply to the design of passenger-carrying ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.
H522,Surface Freight Ship Design,The study of the principles of engineering as they apply to the design of freight-carrying ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.
H523,Surface Combat Ship Design,The study of the principles of engineering as they apply to the design of combat ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.
H524,Submarine Design,The study of the principles of engineering as they apply to the design of ships which float on or under the surface of the water. Involves the study and application of specialist mathematics.
H590,Naval Architecture not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Naval Architecture categories. To be used sparingly.
H600,Electronic and Electrical Engineering,The study of the principles of engineering as they apply to the practical uses of electricity. Involves the study of charged particles.
H610,Electronic Engineering,"The study of the principles of engineering as they apply to devices whereby electrons are conducted through a semi-conductor, free space or gas. Closely linked with electrical engineering."
H611,Microelectronic Engineering,The study of the principles of engineering as they apply to microcircuits.
H612,Integrated Circuit Design,The study of the most efficient processing of semiconductor material to form integrated circuits.
H620,Electrical Engineering,The study of the principles of engineering as they apply to the practical uses of electrical systems. Involves the study of charged particles. Closely linked with electronic engineering.
H630,Electrical Power,The study of the rates at which electrical energy is fed into or taken from a device or system. Involves the study and application of specialist mathematics.
H631,Electrical Power Generation,The study and development of techniques for producing electricity.
H632,Electrical Power Distribution,The study and development of electromotive forces and techniques for distributing electricity.
H640,Communications Engineering,The study and principles of engineering as they apply to electronic engineering.
H641,Telecommunications Engineering,"The study of the principles of engineering as they apply to the telephonic or telegraphic communication of audio, video or other information (e.g. data) by means of radio waves, optical or electrical signals."
H642,Broadcast Engineering,The study of the principles of engineering as they apply to the equipment required to transmit audio or video information for radio and/or television programmes.
H643,Satellite Engineering,The study of the principles of engineering as they apply to man-made devices orbiting the earth for communication purposes.
H644,Microwave Engineering,The study of the principles of engineering as they apply to electromagnetic radiation or very short length radio waves used for transmitting and collecting information.
H650,Systems Engineering,"The study of the principles of engineering as they apply to an assembly of electrical, electronic and mechanical components with interdependent functions."
H651,Digital Circuit Engineering,The study of the principles of engineering as they apply to discrete values of input and output voltage levels.
H652,Analogue Circuit Engineering,The study of the principles of engineering as they apply to voltages or currents used to measure or represent quantities.
H660,Control Systems,"The study of the principles of engineering as they apply to electrical and electronic methods of measurement, regulation and operation."
H661,Instrumentation Control,The study of the principles of engineering as they apply to the electronic manipulation of tools.
H662,Control by light systems,The study of the principles of engineering as they apply to the manipulation of tools by visible electromagnetic radiation.
H670,Robotics and Cybernetics,The study of the relationship between biological systems and man-made systems designed and created to mimic them.
H671,Robotics,"The study of designing, building and use of robots."
H672,Cybernetics,The study of control systems in electronic and mechanical devices and the extent to which comparisons can be made between man-made and biological systems.
H673,Bioengineering,"The study of the principles of engineering as they apply to the design and manufacture of aids, such as artificial limbs, to rectify defective body functions."
H674,Virtual Reality Engineering,The study of the principles of engineering as they apply to computer-generated environments.
H680,Optoelectronic Engineering,"The study of the principles of engineering as they apply to devices in which an optical input produces and electrical output or in which electrical stimulation produces visible, ultraviolet or infrared output."
H690,Electronic and Electrical Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Electronic and Electrical Engineering categories. To be used sparingly.
H700,Production and Manufacturing Engineering,The study of the principles of engineering as they apply to the management and control of factory and workshop techniques and the industrial developments in technology and materials.
H710,Manufacturing Systems Engineering,The study of the principles of engineering as they apply to electrical and electronic methods of manufacture.
H711,Manufacturing Systems Design,The study of the principles of engineering as they apply to the design of new and/or replacement production-line technology.
H712,Manufacturing Installation Systems,The study of the principles of engineering as they apply to the design and installation of production-line technology.
H713,Production Processes,The study of the principles of engineering as they apply to efficient application of production-line technology.
H714,Manufacturing Systems Maintenance,The study of the principles of engineering as they apply to the maintenance of production-line technology.
H720,Quality Assurance Engineering,The study of the principles of engineering as they apply to the creation of models from which conclusions about real situations can be researched.
H730,Mechatronics,The study of electronics as applied to the development of symbiotic software/hardware technology.
H790,Production and Manufacturing Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Production and Manufacturing Engineering categories. To be used sparingly.
H800,"Chemical, Process and Energy Engineering",The study of the principles of engineering as they apply to the industrial use and exploitation of chemical and atomic energy.
H810,Chemical Engineering,"The study of the principles of engineering as they apply to industrial processing to produce food, pharmaceuticals, plastics, petroleum products etc., and alternatives to them."
H811,Biochemical Engineering,The study of the principles of engineering as they apply to industrial production of organic chemical compounds such as proteins and enzymes.
H812,Pharmaceutical Engineering,The study of the principles of engineering as they apply to industrial preparation of drugs.
H820,Atomic Engineering,The study of the principles of engineering as they apply to industrial use and development of atoms and atomic energy.
H821,Nuclear Engineering,The study of the principles of engineering as they apply to industrial use and development of nuclear energy.
H830,Chemical Process Engineering,"The study of the principles of engineering as they apply to industrial processes, particularly continuous ones, such as the production of petrochemicals."
H831,Bioprocess Engineering,The study of the principles of engineering as they apply to biological processes in industry.
H840,Gas Engineering,The study of the principles of engineering as they apply to gases and their production and use.
H850,Petroleum Engineering,"The study of the principles of engineering as they apply to the extraction, processing and refining of petroleum."
H890,"Chemical, Process and Energy Engineering not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Chemical, Process and Energy Engineering categories. To be used sparingly."
H900,Others in Engineering,Miscellaneous grouping for related subjects which do not fit into the other Engineering categories. To be used sparingly.
H990,Engineering not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Engineering categories. To be used sparingly.
J000,Technologies,
J100,Minerals Technology,The study of the production of minerals and metals and their separation from other elements contained within mineral deposits.
J110,Mining,The study of the extraction and processing of minerals and metals.
J120,Quarrying,The study of the extraction and processing of stone.
J130,Rock Mechanics,"The study of stress, elasticity, failure criteria and plasticity of the upper layers of the Earth's crust."
J140,Mineral Processing,The processing of minerals and metals from their raw or ore states.
J150,Minerals Surveying,The analysis of the upper Earth's crust for the purposes of identifying minerals and metals.
J160,Petrochemical Technology,The extraction and processing of petrochemicals.
J190,Minerals Technology not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Mineral Technology categories. To be used sparingly.
J200,Metallurgy,"The study of the principles of minerals technology as they apply to the structure and properties of metals, their extraction, refining, alloys and manufacture. Involves practical element."
J210,Applied Metallurgy,Topics in metallurgy of commercial or social importance.
J220,Metallic Fabrication,The processes involved in the production and manufacture of metallic objects and structures.
J221,Pattern Making,The precision cutting of metals for use in the production of objects and structures.
J230,Corrosion Technology,The study and control of the corrosion of metals.
J290,Metallurgy not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Metallurgy categories. To be used sparingly.
J300,Ceramics and Glasses,The study of the principles of minerals technology as they apply to clay and clay-based products. Stresses the use of the raw material rather than how it is extracted.
J310,Ceramics,The study of the principles of minerals technology as they apply to ceramics. Stresses the use of the raw material rather than how it is extracted.
J320,Glass Technology,The study of the principles of minerals technology as they apply to glass and glass derivatives. Stresses the use of the raw material rather than how it is extracted.
J390,Ceramics and Glasses not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Ceramics and Glass categories. To be used sparingly.
J400,Polymers and Textiles,The study of molecular compounds or filaments. Stresses the uses of the raw material rather than how it is extracted.
J410,Polymers Technology,The use and development of polymers.
J411,Plastics,The use and development of plastics.
J420,Textiles Technology,The use and development of textiles.
J421,Textile Chemistry,The development of textiles from chemical compounds.
J422,Dying and Colouring of Textiles,The study of dying and colouring agents and their application to textiles.
J430,Leather Technology,The study of the processing and use of leather. Includes tanning and methods of preserving leather.
J431,Tanning,The conversion of raw hide into leather.
J440,Clothing Production,The study of the methods and processes used in the production of clothing.
J441,Machine Knitting,The study of the programming and operation of knitting machines.
J442,Commercial Tailoring,The making and adaptation of clothing to specific measurements.
J443,Pattern Cutting,The design and cutting of patterns from cloth.
J444,Millinery,The design and production of hats.
J445,Footwear production,The design and production of footwear
J490,Polymers and Textiles not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Polymer and Textiles categories. To be used sparingly.
J500,Materials Technology not otherwise specified,Grouping for any materials or materials-related technology which does not fit into the other Material Technology categories.
J510,Materials Technology,"The processing, storage and production of materials."
J511,Engineering Materials,"The processing, storage and production of materials used in engineering."
J512,Paper Technology,"The processing, storage and production of paper and paper-based materials."
J513,Furniture Technology,"The processing, storage and production of materials used in furniture making."
J520,Printing,The study of the processes involved in printing.
J521,Offset Lithography,The study of the processes involved in offset lithographic printing.
J522,Photo-Lithography,The study of the processes involved in photo-lithography.
J523,Reprographic Techniques,The study of the processes involved in reprographics.
J524,Screen Process Printing,The study of the processes involved in screen process printing.
J530,Gemmology,"The processing, cutting and polishing of precious stones."
J590,Materials Technology not elsewhere classified,"Miscellaneous grouping for related subjects which do not fit into the other, specified, Materials Technology categories. To be used sparingly."
J600,Maritime Technology,"The study of practical or mechanical sciences connected with the sea, involving marine technology, as it applies to industry or commerce."
J610,Marine Technology,"The processes and systems used in boats, ships and other marine craft."
J611,Marine Navigation,The study of the specific processes involved in marine navigation.
J612,Marine Radar,"The use of radar in boats, ships and other marine craft."
J613,Marine Radio,"The use of radio and telecommunications systems in boats, ships and other marine craft."
J614,Marine Plumbing,"The use of plumbing systems in boats, ships and other marine craft."
J690,Maritime Technology not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Maritime Technology categories. To be used sparingly.
J700,Industrial Biotechnology,"The study of micro-organisms, e.g. bacteria, and their use within industry."
J790,Industrial Biotechnology not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Industrial Biotechnology categories. To be used sparingly.
J900,Others in Technology,Miscellaneous grouping for related subjects which do not fit into the other Technology categories. To be used sparingly.
J910,Energy Technologies,"Technologies involved in the production, transmission and storage of energy."
J920,Ergonomics,The study of the efficiency and effectiveness of the interface between people and machines.
J930,Audio Technology,The study of the systems and processes used in the manipulation and amplification of sound. Includes the recording of sound and/or music.
J931,Music Recording,The study of/training in the techniques required to obtain accurate and lifelike recordings of musical performances.
J940,Machinery Maintenance,The techniques and skills involved in the routine maintenance of machines.
J941,Office Machinery Maintenance,The techniques and skills involved in the routine maintenance of office machinery.
J942,Industrial Machinery Maintenance,The techniques and skills involved in the routine maintenance of industrial machinery.
J950,Musical Instrument Technology,The study of the systems and processes used in the manufacture of musical instruments.
J960,Transport Logistics,The study of the optimal methods of mass distribution services.
J990,Technologies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Technology categories. To be used sparingly.
K000,"Architecture, Building and Planning",
K100,Architecture,"The study of the design, construction and erection of structures. Combines design creativity with technical competence."
K110,Architectural Design Theory,"Design of buildings for human activity, taking into account both internal and external environmental factors."
K120,Interior Architecture,"The study of enclosed spaces; design, implementation and materials."
K130,Architectural Technology,The theory and practice of advanced techniques and new materials in architectural design and construction.
K190,Architecture not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Architecture categories. To be used sparingly.
K200,Building,"The study of building materials and techniques. Includes building and environment law and economics, architectural engineering and quantity surveying."
K210,Building Technology,The understanding of building design and its relationship with production.
K220,Construction Management,The implementation of construction projects to the client's specification from inception to completion.
K230,Building Surveying,"The analysis of a building's performance from design and construction, through to maintenance and repair."
K240,Quantity Surveying,"The financial management of project design and construction, whether for client or contractor."
K250,Conservation of Buildings,The repair and restoration of old or damaged buildings.
K290,Building not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Building categories.
K300,Landscape Design,"The study of the design, construction and management of land-based scenery. Includes buildings within landscape and the habitat surrounding them."
K310,Landscape Architecture,The scenic design of the natural environment and the layout of gardens and open spaces.
K320,Landscape studies,The planning and management of the built and natural environment as landscape.
K390,Landscape Design not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Landscape Design categories.
K400,"Planning (Urban, Rural and Regional)",The study of the interaction between town and country land use. Includes the use of land for building.
K410,Regional Planning,The preparation of strategic plans for the development of a region.
K420,Urban and Rural Planning,"The planning of the infrastructure and development of settlements, including new towns and the management of change."
K421,Urban Planning,"The planning of the infrastructure, development and management of settlement in towns."
K422,Rural Planning,"The planning of the infrastructure, development and management of settlement in the country."
K430,Planning studies,"Reconciliation of the dynamics of the economic, environmental and social effects in the planning context."
K440,Urban studies,The interaction of the planning process and management policies on the built environment.
K450,Housing,The development and management of housing projects in the private and social sectors and in land use planning.
K460,Transport Planning,The development and management of transportation systems.
K490,"Planning (Urban, Rural and Regional) not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Planning (Urban, Rural and Regional) categories. To be used sparingly."
K900,"Others in Architecture, Building and Planning","Miscellaneous grouping for related subjects which do not fit into the other Architecture, Building and Planning categories. To be used sparingly."
K990,"Architecture, Building and Planning not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Others in Architecture, Building and Planning categories. To be used sparingly."
L000,Social studies,
L100,Economics,"The systematic study of the production, conservation and allocation of resources in conditions of scarcity, together with the organisational frameworks related to these processes."
L110,Applied Economics,"The study of the application of economic principles and analytical techniques to the study of particular industries, activities or the exploitation of particular resources."
L111,Financial Economics,The study of the application of economic principles and analytical techniques in the area of finance.
L112,Agricultural Economics,The study of the application of economic principles and analytical techniques in the area of agriculture.
L113,Economic Policy,The study of the application of economic principles and analytical techniques in the area of government policy.
L120,Microeconomics,"The study of the branch of economics concerned with particular commodities, firms or individuals and the economic relationships between them."
L130,Macroeconomics,The study of the economic environment within which firms and individuals may operate.
L140,Econometrics,The study of the systematic mathematical and statistical analysis of economic phenomena and problems.
L150,Political Economics,The study of the branch of economics which deals with the economic implications of political policy.
