"D611","Meat science","The study of the properties of meat. Includes the application of food sciences to meat-inclusive food systems.",""
"D612","Cereal science","The study of the properties of cereal and grains. Includes the application of food sciences to cereal-inclusive food systems.",""
"D613","Vegetable science","The study of the properties of vegetables. Includes the application of food sciences to vegetable-inclusive food systems.",""
"D614","Fruit science","The study of the properties of fruit. Includes the application of food sciences to fruit-inclusive food systems.",""
"D620","Food hygiene","The study of the maintenance and promotion of health through the clean and sanitary handling of food.",""
"D630","Food & beverage production","The study of the process of supplying food and drink. Includes study of production techniques and the amount and rate at which foodstuffs are produced.",""
"D631","Food & beverage manufacture","The study of the development of artificial foodstuffs. Includes the substitution of one type of food for another.",""
"D632","Food & beverage processing","The study of the preservation and processing of foodstuffs.",""
"D633","Food & beverage technology","The study of the production techniques for food and drink. Includes study of resources and environmental concerns.",""
"D634","Industrial baking","The study of the production of cooked foodstuffs. Includes the application of physical, chemical and biological sciences to food preparation.",""
"D635","Industrial brewing","The study of the production of liquid beverages. Includes the application of physical, chemical and biological sciences to drink preparation.",""
"D640","Food & beverages for the consumer","The study of food products and their preparation to attract consumers.",""
"D641","Food & beverage packaging","The study of packaging and packaging systems to ensure economic and hygienic handling and customer satisfaction.",""
"D642","Food & beverage delivery","The study of transportation of food and drink to ensure economic and hygienic handling and customer satisfaction.",""
"D690","Food & beverage studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Food and Beverage studies categories. To be used sparingly.",""
"D700","Agricultural sciences","The specifically scientific study of aspects of agriculture, excluding wider non-laboratory-based agricultural subjects such as economics, business management and land use.",""
"D710","Agricultural biology","A scientific study of living organisms, both animal and vegetable with particular emphasis on their use in or effect on agricultural processes.",""
"D711","Agricultural microbiology","The scientific study of micro-organisms encompassing major components of genetics and molecular biology, with particular emphasis on their use in or effect on agricultural processes. Includes bacteriology, virology, cell structure and function and may include some immunology.",""
"D720","Agricultural chemistry","The particular study of how individual atoms and molecules react together naturally and/or synthetically to affect agricultural processes.",""
"D721","Agricultural biochemistry","The scientific study of the chemical compounds and reactions occurring in the cells and molecules of living organisms with particular emphasis on their use in or effect on agricultural processes. Involves aspects of cellular organisation and specialisation and how the structure and function of DNA, RNA, proteins, enzymes and membranes determine biological processes.",""
"D730","Agricultural botany","The particular study of plants cultivated as a crop. Includes their classification, structure, physiology, ecology and economic importance.",""
"D740","Agricultural zoology","The scientific study of all agriculture-related aspects of animal biology. Includes their reproduction, development, physiology, behaviour, diseases and interactions with their environment.",""
"D750","Soil as an agricultural medium","The study of the physical, chemical and biological processes which explain soil behaviour.",""
"D790","Agricultural sciences not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Agricultural Sciences categories. To be used sparingly.",""
"D900","Others in veterinary sciences, agriculture & related subjects","Miscellaneous grouping for related subjects which do not fit into the other Veterinary Sciences, Agriculture and related subjects categories. To be used sparingly.",""
"D990","Veterinary sciences, agriculture & related subjects not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Others in Veterinary Sciences, Agriculture and related subjects categories. To be used sparingly.",""
"F000","PHYSICAL SCIENCES","",""
"F100","Chemistry","The study of individual atoms and molecules and the way they react together naturally and synthetically.",""
"F110","Applied chemistry","Topics in chemistry of commercial or social importance.",""
"F111","Industrial chemistry","The study of chemical processes of industrial significance.",""
"F112","Colour chemistry","The chemical science of dyes and pigments.",""
"F120","Inorganic chemistry","The study of inorganic elements, compounds and reaction mechanisms.",""
"F130","Structural chemistry","Determination and analysis of chemical structures.",""
"F131","Crystallography","The study and application of techniques for determining crystal structure.",""
"F140","Environmental chemistry","Concerned with environmental issues related to the chemical sciences.",""
"F141","Marine chemistry","Topics in the chemical sciences concerned with understanding the marine environment.",""
"F150","Medicinal chemistry","Aspects of Chemistry, such as drug design, of importance to medical science.",""
"F151","Pharmaceutical chemistry","The study of drug function.",""
"F160","Organic chemistry","The study of organic compounds and their reaction mechanisms.",""
"F161","Organometallic chemistry","The study of reactions between organic compounds and metals.",""
"F162","Polymer chemistry","The study of the properties of macromolecular compounds and their synthesis.",""
"F163","Bio-organic chemistry","The study of natural organic compounds.",""
"F164","Petrochemical chemistry","The chemical science of petroleum and petroleum compounds.",""
"F165","Biomolecular chemistry","The chemical science of biological materials at the molecular level.",""
"F170","Physical chemistry","The study of atomic and molecular structure, chemical bonding, energetics and dynamics.",""
"F180","Analytical chemistry","The study of chemical and instrumental analysis.",""
"F190","Chemistry not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Chemistry categories. To be used sparingly.",""
"F200","Materials science","The study of the crystalline and granular structure of materials, including electronic atomic and molecular configurations. May include the study of mining and mining techniques.",""
"F290","Materials science not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Materials Science categories. To be used sparingly.",""
"F300","Physics","The study of the properties of matter and energy and the relationships between them, making extensive use of mathematical techniques and models. May include mechanics, optics, electricity, magnetism and acoustics. May also include atomic, nuclear, particle and solid state studies.",""
"F310","Applied physics","Topics in physics of commercial or social importance.",""
"F311","Engineering physics","Physical principles and techniques applied to engineering and technology.",""
"F320","Chemical physics","Concerned with central area of physical science, integrating chemistry and physics.",""
"F321","Solid-state physics","Study of the structure of solids and the explanation of their properties.",""
"F330","Environmental physics","Aspects of physics concerned with environmental issues.",""
"F331","Atmospheric physics","The study of the Earth's stratosphere, troposphere and upper atmosphere including atmospheric kinetics and water in the atmosphere.",""
"F332","Marine physics","The study of the physical properties of the marine environment.",""
"F340","Mathematical & theoretical physics","The mathematical principles and techniques of physics theory and explanation of physical phenomena.",""
"F341","Electromagnetism","The study of the interaction of charges in electromagnetic fields.",""
"F342","Quantum mechanics","Description and analysis of sub-atomic behaviour.",""
"F343","Computational physics","Numerical and quantitative methods in physics.",""
"F350","Medical physics","The application of Physics to the medical sciences.",""
"F351","Radiation physics","Monitoring and evaluation of emissions from sources of radiation.",""
"F360","Optical physics","The study of optics as a natural phenomenon and optical instrumentation.",""
"F361","Laser physics","The study of lasers as optical instrumentation.",""
"F370","Nuclear & particle physics","The study of matter at atomic and sub-atomic level, and of the structure and behaviour of nuclei.",""
"F380","Acoustics","The study of the propagation and transmission of sound waves.",""
"F390","Physics not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Physics categories. To be used sparingly.",""
"F400","Forensic & archaeological sciences","The specifically scientific study of materials involved in investigative procedures. May necessitate the study of chemical processes and other scientific techniques including archaeological sciences.",""
"F410","Forensic science","The application of Forensic Science in evaluating evidence in courts of law. The techniques used include fingerprinting (both traditional and genetic), analysis of blood and poison samples, ballistics etc.",""
"F420","Archaeological science","The study of the scientific analysis of the material remains of past cultures. Includes an approach to reconstruct and understand the past. Also includes the application of physical, chemical and biological techniques to aid scientific, archaeological and geoarchaeological investigations.",""
"F490","Forensic & archaeological sciences not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Forensic and Archaeological Sciences categories. To be used sparingly.",""
"F500","Astronomy","The specifically scientific study of celestial bodies. Includes mathematics, statistics, physics, photography and computing.",""
"F510","Astrophysics","The study of the physical nature of the universe including cosmology and astronomical techniques.",""
"F520","Space & planetary sciences","The study of the solar system and evaluation of physical measurements from space.",""
"F521","Space science","The physical science study of space beyond the solar system.",""
"F522","Planetary science","The study of the physical science of the solar system including the measurement of the Earth and its gravitational field.",""
"F530","Solar & solar terrestrial physics","The study of the sun and the interaction of the sun with the Earth.",""
"F540","Astronomy observation","The study of astronomy utilising observational techniques to undertake research.",""
"F550","Astronomy theory","The study of the theoretical aspects of astronomy.",""
"F590","Astronomy not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Astronomy categories. To be used sparingly.",""
"F600","Geology","The study of the origin, history, structure and composition of the earth. Encourages understanding of environmental problems and includes techniques on searching for mineral resources and other raw materials.",""
"F610","Applied geology","Topics in geology of commercial or social importance.",""
"F611","Industrial geology","The study of geological processes of industrial significance.",""
"F612","Engineering geology","Geological structures and processes in an engineering context.",""
"F620","Mining geology","Geological topics related to the mining and minerals industry.",""
"F621","Exploration geology","Aspects related to the exploration for mineral resources.",""
"F630","Geotechnology","The study of the principles and applications of geotechnical engineering. Includes aspects of civil engineering and the construction and extraction industries.",""
"F631","Marine geotechnology","The study of geotechnical processes in marine environments.",""
"F640","Earth science","The study of the earth as a unified system; includes earth resources, surface and crustal processes.",""
"F641","Palaeontology","The study of the fossil record.",""
"F642","Geoscience","The study of the earth sciences, including geological chemistry and physics.",""
"F643","Quaternary studies","The study of the rock systems of the most recent geological period.",""
"F644","Hydrogeology","The study of the physical, chemical and biological processes which occur at the interface between rock and water at or below the Earth's surface at all scales. Includes water-related geological processes beneath oceans, aquifers, groundwater resources and the response of aquifers to environmental change.",""
"F645","Mantle & core processes","The study of the processes which determine the behaviour and composition of the Earth's mantle and core.",""
"F646","Land-atmosphere interactions","The study of the quantification and modelling of the fluxes and transformations of material and energy between the land (including the biosphere) and the atmosphere. Includes the variability of these interactions in time and space.",""
"F650","Geological oceanography","The study of the sedimentary processes including deposition and dynamics in the oceans.",""
"F660","Geophysics","The study of the physical structure and dynamics of the earth.",""
"F661","Exploration geophysics","Geophysical techniques concerned with the discovery of geological deposits.",""
"F670","Geochemistry","The study of the chemical processes taking place at or near the earth's surface.",""
"F680","Geohazards","The study of the prediction, monitoring, environmental effects, risks and mitigation of long-term, extreme and catastrophic natural geological events including landslips, earthquakes and volcanic eruptions. Includes the assessment of the frequency and magnitude of triggers and events.",""
"F681","Seismology & tectonics","The study of the processes affecting the large-scale movement and deformation of the Earth's crust. Includes orogenesis, faulting, earthquakes and seismicity, neotectonics and the tectonic control of sedimentation.",""
"F682","Vulcanology","The study of the origin of ancient and modern volcanoes and vulcanicity. Includes the location, history and structure of volcanoes, their emissions and deposits. Also includes the reconstruction of these characteristics and of earth history from studies of volcanic materials and their impacts in the geological record.",""
"F690","Geology not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Geology categories. To be used sparingly.",""
"F700","Science of aquatic & terrestrial environments","The study of environments comprising the earth's surface, oceans, sea-bed and atmosphere; and the interactions between them.",""
"F710","Marine sciences","The study of the coastal environment and mariculture.",""
"F720","Hydrography","The collection and application of data about the sea, including surveying and the study of tides and currents.",""
"F730","Ocean sciences","The study of oceans, the seabed and atmosphere. Includes oceanography. May include studies associated with physics, chemistry, geology and biology.",""
"F731","Ocean circulation","The study of water circulation in seas and oceans on a variety of temporal and spatial scales based on modelling and/or observations. Includes extreme water circulation events.",""
"F732","Oceanographic survey & monitoring","The study of oceanographic survey mapping and monitoring (as the primary purpose of the activity, rather than as a tool).",""
"F733","Land-ocean interaction","The study of the quantification and modelling of the fluxes and transformations of material and energy between the terrestrial and marine environments. Includes the variability of these interactions in time and space.",""
"F734","Atmosphere-ocean interactions","The study of the quantification and modelling of the fluxes and transformations of material and energy between the marine and atmospheric environments. Includes feedback mechanisms, coupled ocean/atmosphere models and the variability of these interactions in time and space.",""
"F750","Environmental sciences","The study of the terrestrial, aquatic and atmospheric environment and human interaction with it.","F850"
"F751","Applied environmental sciences","Topics in Environmental Sciences of industrial or commercial importance.","F851"
"F752","Hydrology","The study of bodies of water, their distribution and water resources.","F852"
"F753","Pollution control","The study of monitoring with the intention to reduce the emission and distribution of noxious substances in the environment.","F853"
"F754","Biogeochemical cycles","The study of the fluxes and cycling of matter within and between the biosphere and the physical environment.",""
"F755","Environmental informatics","The study of the science of information applied to environmental sciences relating to the creation, collection, storage, processing, modelling, interpretation, display and dissemination of data and information.",""
"F756","Environmental physiology","The study of the physiological responses of plants and animals to the environment. Includes homeostasis, stress and physiological responses and survival strategies.",""
"F760","Climatology","The study of secular weather conditions and climates.","F860"
"F761","Meteorology","The study of atmospheric conditions related to weather conditions and forecasting.","F861"
"F762","Large-scale atmospheric dynamics & transport","The study of global circulation of the troposphere and stratosphere, including time variability, wave motions (from small-scale gravity waves to large-scale planetary waves and equatorial waves) and their effect on the radiation balance. Also includes large-scale transport and mixing processes in the free troposphere and stratosphere.",""
"F763","Boundary-layer meteorology","The study of models of local and regional airflow and dispersion. Includes the understanding of airflow over complex surfaces, urban meteorology and links to air pollutant formation and dispersion.",""
"F764","Climate & climate change","The study of the modelling and analysis of current and past climate variability and causes of change on all timescales. Includes the understanding and modelling of future climate change, the detection and attribution of past change and the prediction of impacts of climate change on the environment.",""
"F765","Radiative processes & effects","The study of the observations and modelling of radiation from the ultra-violet to the infrared and microwave. Includes field, laboratory and modelling studies of radiation and its effects on the environment.",""
"F770","Soil science","The study of the properties of soils and the processes involved in their formation and distribution.","F870"
"F780","Glaciology & cryospheric systems","The study of the origins, processes of formation, characteristics and impacts of glacial, ice cap, shelf ice and sea ice features. Includes physical, chemical and biological processes in the cryosphere. Also includes glacial tectonics and ice deformation, periglacial processes, determination of glacial events from the geological record and the interactions between the cryosphere and the atmosphere and terrestrial and aquatic environments.",""
"F790","Science of aquatic & terrestrial environments not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Science of Aquatic and Terrestrial Environment categories. To be used sparingly.",""
"F800","Physical geographical sciences","The spatially-related study of natural features of the earth. Includes topographical, physical, biological, environmental and information management concepts.",""
"F810","Environmental geography","The investigation of the relationship between natural and human environments.",""
"F811","Biogeography","The study of the geographical distribution of flora and fauna.",""
"F840","Physical geography","The study of the physical processes underlying the features of the Earth's surface.",""
"F841","Maritime geography","The geographical study of coastal and marine regions.",""
"F842","Geomorphology","The study of the processes determining the topography of the Earth's crust.","F820"
"F843","Topography","The description of the Earth's surface features and their mapping and surveying.","F830"
"F844","Cartography","The preparation and production of maps and/or charts.","F831"
"F845","Remote sensing","Topographic and geomatic data surveying carried out over a distance.","F832"
"F846","Geographical information systems","The collection and transmission of geographical data using information technology.",""
"F890","Physical geographical sciences not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Physical Geographical Sciences categories. To be used sparingly.",""
"F900","Others in physical sciences","Miscellaneous grouping for related subjects which do not fit into the other Physical Sciences categories. To be used sparingly.",""
"F990","Physical sciences not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the others in Physical Sciences categories. To be used sparingly.",""
"G000","MATHEMATICAL SCIENCES","",""
"G100","Mathematics","The rigorous analysis of quantities, magnitudes, forms and their relationships, using symbolic logic and language, both in its own right and as applied to other disciplines.",""
"G110","Pure mathematics","The rigorous analysis of quantities, magnitudes, forms and their relationships, using symbolic logic and language.",""
"G120","Applied mathematics","The application of mathematical principles to the solution of functional area problems.",""
"G121","Mechanics (mathematical)","Branch of applied mathematics concerned with motion and the tendency to motion.",""
"G130","Mathematical methods","The study of specific techniques for the precise solution of mathematical problems.",""
"G140","Numerical analysis","The study of the mathematical methods used to obtain approximate (numerical) results to a problem on a digital computer.",""
"G150","Mathematical modelling","The use of mathematical principles to construct simplified representations and simulations of 'real-world' processes, allowing calculations and predictions to be made.",""
"G160","Engineering/industrial mathematics","Branch of mathematics concerned with the application of mathematical principles in the areas of engineering and industrial systems/processes.",""
"G170","Computational mathematics","The study of advanced mathematical topics used in computational processes across a range of applications.",""
"G190","Mathematics not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Mathematics categories. To be used sparingly.",""
"G200","Operational research","The development and application of complex mathematical or simulation models to solve problems involving operational systems, where the system concerned is subject to human intervention.",""
"G290","Operational research not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Operational Research categories. To be used sparingly.",""
"G300","Statistics","The study of the collection and analysis of numerical data.",""
"G310","Applied statistics","The application of statistical techniques to functional areas.",""
"G311","Medical statistics","The application of statistical techniques to the collection and analysis of numerical data relating to medicine.",""
"G320","Probability","The mathematical study of chance.",""
"G330","Stochastic processes","The mathematical study of systems and processes involving variables subject to random variations.",""
"G340","Statistical modelling","The use of statistical techniques in the modelling and simulation of 'real-world' systems or processes.",""
"G350","Mathematical statistics","Concerned with the mathematical theory and proofs forming the basis of probability and inference, and their applications to the collection, analysis and description of data.",""
"G390","Statistics not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Statistics categories. To be used sparingly.",""
"G900","Others in mathematical sciences","Miscellaneous grouping for related subjects which do not fit into the other Mathematical sciences categories. To be uses sparingly.",""
"H000","ENGINEERING","",""
"H100","General engineering","The study of design, construction, maintenance and development of any device which uses the resources of nature to turn energy into productive and useful work.",""
"H110","Integrated engineering","The study of different branches of engineering and how they may interrelate.",""
"H120","Safety engineering","The study of engineering structures and the development and use of materials with particular emphasis on preventing injury or sickness.",""
"H121","Fire safety engineering","The study of engineering structures and the development and use of materials with particular emphasis on preventing injury or damage through fire.",""
"H122","Water quality control","The study of engineering structures and fluid mechanics with particular emphasis on improving and maintaining water supplies and the disposal of waste water. May include considerations of health, hygiene and recreational use.",""
"H123","Public health engineering","The study of engineering principles, design and construction, with particular emphasis on public health and safety.",""
"H130","Computer-aided engineering","The study and development of the use of computers with particular application to engineering problems. Includes aspects of software design and programming skills.",""
"H131","Automated engineering design","The study and development of the use of computers with particular application to engineering development and design. Includes aspects of software design and programming skills.",""
"H140","Mechanics","The study of the equilibrium of bodies or their motion within a particular frame of reference. May also be called Stress Analysis.",""
"H141","Fluid mechanics","The study of the mechanical and flow properties of fluids. May also be called Fluid Dynamics, Hydraulics or Hydrodynamics. Involves the study and application of specialist mathematics.",""
"H142","Solid mechanics","The study of the mechanical and static properties of solids. Involves the study and application of specialist mathematics.",""
"H143","Structural mechanics","The study of the equilibrium and motion of structures either of themselves or influenced by forces outside them. Involves the study and application of specialist mathematics.",""
"H150","Engineering design","The study of the principles of engineering as they apply to the development of electronic or manufacturing engineering tools.",""
"H160","Bioengineering, biomedical engineering & clinical engineering","The study of the principles of engineering as they apply to biological and bio-medical systems.","H673"
"H161","Biomaterials","The design, study and construction of materials for interaction with living systems. Includes medical materials.",""
"H162","Biomechanics (including fluid & solid mechanics)","The study of how cells, tissues and organisms generate and respond to forces.",""
"H163","Bioelectronics & bioelectricity","The study of electrical phenomena in living systems.",""
"H164","Rehabilitation engineering","The development and study of assistive devices including prosthetics that can promote or substitute for lost or reduced functional capabilities.",""
"H165","Tissue engineering & regenerative medicine","The use of engineering principles to design and manufacture replacement tissues.",""
"H166","Imaging","The use of physical and engineering principles to create devices, systems and algorithms to visualise biological and medical structures and functions.",""
"H167","Biosensors","The design, development and study of devices that detect, record and transmit information regarding a physiological change in the body or the presence of various chemical or biological materials in the environment.",""
"H168","Medical devices & instrumentation","The design and development of devices used for the purpose of diagnosis, prevention, monitoring or treatment of disease.",""
"H169","Neural engineering","The use of engineering techniques to understand, repair, replace, enhance or treat the disease of the nervous system; and the design of systems and devices based on the nervous system.",""
"H190","General engineering not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other General Engineering categories. To be used sparingly.",""
"H200","Civil engineering","The study of the principles of engineering as they apply to the designing and construction of public works, e.g. buildings, bridges, pipelines etc. Involves the study and application of specialist mathematics.",""
"H210","Structural engineering","The study of the principles of engineering as they apply to the design and construction of physical shapes and forms. Involves the study and application of specialist mathematics.",""
"H220","Environmental engineering","The study of the principles of engineering as they apply to the sympathetic use of natural resources.",""
"H221","Energy resources","The study and principles of engineering as they apply to the development and exploitation of various forms of energy, e.g. wind, water, solar etc. Involves the study and application of specialist mathematics.",""
"H222","Coastal decay","The study and principles of engineering as they apply to coastal and off-shore structures and the prevention of damage, decay and erosion to the natural environment. Includes the study and application of specialist mathematics.",""
"H223","Environmental impact assessment","The study and principles of engineering as they apply to the assessment and repair of insensitive environmental exploitation or natural upheaval.",""
"H230","Transport engineering","The study and principles of engineering as they apply to the planning, development and construction of the routes for any form of terrestrial transport.",""
"H231","Permanent way engineering","The study and principles of engineering as they apply to the planning, development and construction of the routes for rail transport.",""
"H232","Pavement engineering","The study and principles of engineering as they apply to the planning, development and construction of the routes for road transport.",""
"H240","Surveying science","The study and practice of measuring altitudes, angles and distances on the land surface so that they can be accurately plotted on a map. May include the use of satellite information. Includes the setting out on the ground of the positions of proposed structures.",""
"H241","General practice surveying","The study and practice of measuring altitudes, angles and distances on the land surface in order to discover the land contours and plot constructions accordingly.",""
"H242","Engineering surveying","The study and practice of measuring altitudes, angles and distances on the land surface in order to plan sites and constructions. Includes specialist underwater surveying techniques.",""
"H250","Geotechnical engineering","The study and practice of discovering the formation, arrangement and structure of the rocks of the Earth's crust by means of sonic investigation. Includes the design of earth structures, e.g. dams and foundations of built structures.",""
"H290","Civil engineering not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Civil Engineering categories. To be used sparingly.",""
"H300","Mechanical engineering","The study of the principles of engineering as they apply to the design, development manufacture and operation of machinery.",""
"H310","Dynamics","The study of the forces that change or produce the motion of bodies. May include the study of kinetics.",""
"H311","Thermodynamics","The study of the interrelationship and interconversion of different forms of energy. Includes the study of the effects of pressure, temperature etc. May also be called Heat Exchange Technology. Involves the study and application of specialist mathematics.",""
"H320","Mechanisms & machines","The study of the assembly and structure of moving parts arranged to transmit or modify force in order to perform some function.",""
"H321","Turbine technology","The study of the conversion of the kinetic energy of a moving fluid via a rotating blade into mechanical energy. Involves the study and application of specialist mathematics. Involves the study and application of specialist mathematics.",""
"H330","Automotive engineering","The study of mechanical self propulsion in vehicles.",""
"H331","Road vehicle engineering","The study of mechanical self propulsion in road vehicles.",""
"H332","Rail vehicle engineering","The study of mechanical self propulsion in rail vehicles.",""
"H333","Ship propulsion engineering","The study of mechanical self propulsion in floating vessels.",""
"H340","Acoustics & vibration","The study of oscillation and resonance.",""
"H341","Acoustics","The study of sound and sound waves.",""
"H342","Vibration","The study of periodic motion about an equilibrium position.",""
"H350","Offshore engineering","The study and principles of engineering as they apply to the construction of structures sited in the sea and their interaction with wind and waves. Involves the study and application of specialist mathematics.",""
"H360","Electromechanical engineering","The study of electrically-operated mechanical devices.",""
"H390","Mechanical engineering not elsewhere classified","Miscellaneous group for related subjects which do not fit into other Mechanical Engineering categories. To be used sparingly.",""
"H400","Aerospace engineering","The study of the principles of engineering as they apply to aircraft and spacecraft in the atmosphere and in space. Involves the study and application of specialist mathematics.",""
"H410","Aeronautical engineering","The study of the principles of engineering as they apply to the design, production and maintenance of aircraft. Involves the study and application of specialist mathematics.",""
"H411","Air passenger transport engineering","The study of the principles of engineering as they apply to the design, production and maintenance of passenger-carrying aircraft. Involves the study and application of specialist mathematics.",""
"H412","Air freight transport engineering","The study of the principles of engineering as they apply to the design, production and maintenance of freight-carrying aircraft. Involves the study and application of specialist mathematics.",""
"H413","Air combat engineering","The study of the principles of engineering as they apply to the design, production and maintenance of combat aircraft. Involves the study and application of specialist mathematics.",""
"H420","Astronautical engineering","The study of the principles of engineering as they apply to the design, production and maintenance of spacecraft. Involves the study and application of specialist mathematics.",""
"H430","Avionics","The study of electronics as applied to aeronautics and astronautics. Involves the study and application of specialist mathematics.",""
"H440","Aerodynamics","The study of the flow properties of gases, especially the forces acting on a body passing through air, and the interaction of the body's deformation with the flow. Involves the study and application of specialist mathematics.",""
"H441","Flight mechanics","The study of natural or constructed bodies in flight; how they are affected and influenced by forces outside them. Involves the study and application of specialist mathematics.",""
"H450","Propulsion systems","The study of aerospace locomotion and its driving force. Involves the study and application of specialist mathematics.",""
"H460","Aviation studies","The study of the technical aspects of flying and navigation.",""
"H490","Aerospace engineering not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Aerospace Engineering categories. To be used sparingly.",""
"H500","Naval architecture","The study of the principles of engineering as they apply to ships and their reaction to water and its pressures. Involves the study and application of specialist mathematics.",""
"H510","Shipbuilding","The study of the principles of engineering as they apply to the production and maintenance of ships and boats. Involves the study and application of specialist mathematics.",""
"H511","Surface passenger ship building","The study of the principles of engineering as they apply to the production and maintenance of passenger-carrying ships which float on or above the surface of the water. Involves the study and application of specialists mathematics.",""
"H512","Surface freight ship building","The study of the principles of engineering as they apply to the production and maintenance of freight-carrying ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.",""
"H513","Surface combat ship building","The study of the principles of engineering as they apply to the production and maintenance of combat ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.",""
"H514","Submarine building","The study of the principles of engineering as they apply to the production and maintenance of ships which float on or under the surface of the water. Involves the study and application of specialist mathematics.",""
"H520","Ship design","The study of the principles of engineering as they apply to the design of floating vessels. Involves the study and application of specialist mathematics.",""
"H521","Surface passenger ship design","The study of the principles of engineering as they apply to the design of passenger-carrying ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.",""
"H522","Surface freight ship design","The study of the principles of engineering as they apply to the design of freight-carrying ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.",""
"H523","Surface combat ship design","The study of the principles of engineering as they apply to the design of combat ships which float on or above the surface of the water. Involves the study and application of specialist mathematics.",""
"H524","Submarine design","The study of the principles of engineering as they apply to the design of ships which float on or under the surface of the water. Involves the study and application of specialist mathematics.",""
"H590","Naval architecture not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Naval Architecture categories. To be used sparingly.",""
"H600","Electronic & electrical engineering","The study of the principles of engineering as they apply to the practical uses of electricity. Involves the study of charged particles.",""
"H610","Electronic engineering","The study of the principles of engineering as they apply to devices whereby electrons are conducted through a semi-conductor, free space or gas. Closely linked with electrical engineering.",""
"H611","Microelectronic engineering","The study of the principles of engineering as they apply to microcircuits.",""
"H612","Integrated circuit design","The study of the most efficient processing of semiconductor material to form integrated circuits.",""
"H620","Electrical engineering","The study of the principles of engineering as they apply to the practical uses of electrical systems. Involves the study of charged particles. Closely linked with electronic engineering.",""
"H630","Electrical power","The study of the rates at which electrical energy is fed into or taken from a device or system. Involves the study and application of specialist mathematics.",""
"H631","Electrical power generation","The study and development of techniques for producing electricity.",""
"H632","Electrical power distribution","The study and development of electromotive forces and techniques for distributing electricity.",""
"H640","Communications engineering","The study and principles of engineering as they apply to electronic engineering.",""
"H641","Telecommunications engineering","The study of the principles of engineering as they apply to the telephonic or telegraphic communication of audio, video or other information (e.g. data) by means of radio waves, optical or electrical signals.",""
"H642","Broadcast engineering","The study of the principles of engineering as they apply to the equipment required to transmit audio or video information for radio and/or television programmes.",""
"H643","Satellite engineering","The study of the principles of engineering as they apply to man-made devices orbiting the earth for communication purposes.",""
"H644","Microwave engineering","The study of the principles of engineering as they apply to electromagnetic radiation or very short length radio waves used for transmitting and collecting information.",""
"H650","Systems engineering","The study of the principles of engineering as they apply to an assembly of electrical, electronic and mechanical components with interdependent functions.",""
"H651","Digital circuit engineering","The study of the principles of engineering as they apply to discrete values of input and output voltage levels.",""
"H652","Analogue circuit engineering","The study of the principles of engineering as they apply to voltages or currents used to measure or represent quantities.",""
"H660","Control systems","The study of the principles of engineering as they apply to electrical and electronic methods of measurement, regulation and operation.",""
"H661","Instrumentation control","The study of the principles of engineering as they apply to the electronic manipulation of tools.",""
"H662","Control by light systems","The study of the principles of engineering as they apply to the manipulation of tools by visible electromagnetic radiation.",""
"H670","Robotics & cybernetics","The study of the relationship between biological systems and man-made systems designed and created to mimic them.",""
"H671","Robotics","The study of designing, building and use of robots.",""
"H672","Cybernetics","The study of control systems in electronic and mechanical devices and the extent to which comparisons can be made between man-made and biological systems.",""
"H674","Virtual reality engineering","The study of the principles of engineering as they apply to computer-generated environments.",""
"H680","Optoelectronic engineering","The study of the principles of engineering as they apply to devices in which an optical input produces electrical output or in which electrical stimulation produces visible, ultraviolet or infrared output.",""
"H690","Electronic & electrical engineering not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Electronic and Electrical Engineering categories. To be used sparingly.",""
"H700","Production & manufacturing engineering","The study of the principles of engineering as they apply to the management and control of factory and workshop techniques and the industrial developments in technology and materials.",""
"H710","Manufacturing systems engineering","The study of the principles of engineering as they apply to electrical and electronic methods of manufacture.",""
"H711","Manufacturing systems design","The study of the principles of engineering as they apply to the design of new and/or replacement production-line technology.",""
"H712","Manufacturing installation systems","The study of the principles of engineering as they apply to the design and installation of production-line technology.",""
