IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,
RRDSRGSURL01,12,Research Degree: Urology,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Full-time,,
RRDSRGSURL01,13,Research Degree: Urology,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Part-time,,
RRDMPHSING01,10,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2011,2011/12,26-Sep-11,Full-time,,
RRDMPHSING01,11,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2011,2011/12,26-Sep-11,Part-time,,
DDNCIVSUSR09,7,EngD Urban Sustainability and Resilience,ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('DDNCIVSUSR09','EngD Urban Sustainability and Resilience','EngD Urban Sustainability and Resilience');","insert into project(code, title, description, program_id) values ('CIVLG_ENG','Civil, Environmental and Geomatic Engineering','Civil, Environmental and Geomatic Engineering',(select id from program where code='DDNCIVSUSR09'));"
RRDBARSPLN01,10,Research Degree:  Bartlett School of Planning,BEN,Faculty of the Built Environment,BSPLN_BEN,Bartlett School of Planning,2011,2011/12,26-Sep-11,Full-time,,
RRDBARSPLN01,11,Research Degree:  Bartlett School of Planning,BEN,Faculty of the Built Environment,BSPLN_BEN,Bartlett School of Planning,2011,2011/12,26-Sep-11,Part-time,,
RRDBARSPLN01,12,Research Degree:  Bartlett School of Planning,BEN,Faculty of the Built Environment,BSPLN_BEN,Bartlett School of Planning,2012,2012/13,24-Sep-12,Full-time,,
RRDBARSPLN01,13,Research Degree:  Bartlett School of Planning,BEN,Faculty of the Built Environment,BSPLN_BEN,Bartlett School of Planning,2012,2012/13,24-Sep-12,Part-time,,
DDNCIVSUSR09,9,EngD Urban Sustainability and Resilience,ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2013,2013/14,23-Sep-13,Full-time,,
RRDNEUS4MH01,10,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,
RRDNEUS4MH01,11,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDNEUS4MH01,12,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDNEUS4YR01,12,Research Degree:  Neuroscience (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBENSING01,10,Research Degree:  Biochemical Engineering,ENG,Faculty of Engineering Sciences,BENGN_ENG,Biochemical Engineering,2011,2011/12,26-Sep-11,Full-time,,
RRDBENSING01,11,Research Degree:  Biochemical Engineering,ENG,Faculty of Engineering Sciences,BENGN_ENG,Biochemical Engineering,2011,2011/12,26-Sep-11,Part-time,,
DDNCOMSVEI09,7,"EngD Virtual Environments, Imaging and Visualisation",ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('DDNCOMSVEI09','EngD Virtual Environments, Imaging and Visualisation','EngD Virtual Environments, Imaging and Visualisation');","insert into project(code, title, description, program_id) values ('COMPS_ENG','Computer Science','Computer Science',(select id from program where code='DDNCOMSVEI09'));"
RRDBISS4YR01,10,Research Degree: Biosciences - London Pain Consortium (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Full-time,,
RRDBISS4YR01,12,Research Degree: Biosciences - London Pain Consortium (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBISSCDB01,10,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Full-time,,
RRDBISSCDB01,11,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Part-time,,
RRDBISSCDB01,12,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBISSCDB01,13,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Part-time,,
RRDSCASING01,10,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2011,2011/12,26-Sep-11,Full-time,,
RRDSCASING01,11,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2011,2011/12,26-Sep-11,Part-time,,
RRDSCASING01,12,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDSCASING01,13,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDSPASING01,10,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2011,2011/12,26-Sep-11,Full-time,,
RRDSPASING01,11,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2011,2011/12,26-Sep-11,Part-time,,
RRDSPASING01,12,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDSPSSING01,10,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2011,2011/12,26-Sep-11,Full-time,,
RRDSPSSING01,11,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2011,2011/12,26-Sep-11,Part-time,,
RRDSPSSING01,12,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2012,2012/13,24-Sep-12,Full-time,,
DDYPSYSCAP01,11,DPsychotherapy Child and Adolescent Psychoanalytic Psychotherapy,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,
DDYPSYSCAP01,13,DPsychotherapy Child and Adolescent Psychoanalytic Psychotherapy,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDPOPSCHI01,13,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Part-time,,
RRDSPSSING01,13,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2012,2012/13,24-Sep-12,Part-time,,
RRDANTSING01,12,Research Degree:  Anthropology,SHS,Faculty of Social and Historical Sciences,ANTHR_SHS,Anthropology,2012,2012/13,24-Sep-12,Full-time,,
RRDBARSING01,12,Research Degree:  Bartlett School of Architecture,BEN,Faculty of the Built Environment,BSARC_BEN,Bartlett School of Architecture,2012,2012/13,24-Sep-12,Full-time,,
RRDPOLSING01,13,Research Degree:  Political Science,SHS,Faculty of Social and Historical Sciences,POLSC_SHS,Political Science,2012,2012/13,24-Sep-12,Part-time,,
RRDBISSCDB01,1,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2008,2008/09,22-Sep-08,Full-time,,
RRDCOMSFNC01,7,Research Degree: Financial Computing,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2011,2011/12,26-Sep-11,Full-time,,
DDNCOMSVEI09,9,"EngD Virtual Environments, Imaging and Visualisation",ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Full-time,,
DDNPRFSING01,8,EngD Professional Services,ENG,Faculty of Engineering Sciences,ENGSC_ENG,Faculty of Engineering Sciences,2011,2011/12,26-Sep-11,Full-time,,
RRDBENSING01,12,Research Degree:  Biochemical Engineering,ENG,Faculty of Engineering Sciences,BENGN_ENG,Biochemical Engineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDBENSING01','Research Degree:  Biochemical Engineering','Research Degree:  Biochemical Engineering');","insert into project(code, title, description, program_id) values ('BENGN_ENG','Biochemical Engineering','Biochemical Engineering',(select id from program where code='RRDBENSING01'));"
RRDSPASING01,13,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDSTSSING01,13,Research Degree:  Science and Technology Studies,MAP,Faculty of Mathematical and Physical Sciences,SCITS_MAP,Science and Technology Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDWMNSING01,13,Research Degree: Institute for Women's Health,PHS,Faculty of Population Health Sciences,WOMEN_PHS,Institute for Women's Health,2012,2012/13,24-Sep-12,Part-time,,
RRDBISSGEE01,8,"Research Degree: Genetics, Evolution and Environment",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Full-time,,
RRDBISSGEE01,9,"Research Degree: Genetics, Evolution and Environment",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,
RRDCANSPAT01,10,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Full-time,,
RRDBENSING01,13,Research Degree:  Biochemical Engineering,ENG,Faculty of Engineering Sciences,BENGN_ENG,Biochemical Engineering,2012,2012/13,24-Sep-12,Part-time,,
RRDBENSING01,14,Research Degree:  Biochemical Engineering,ENG,Faculty of Engineering Sciences,BENGN_ENG,Biochemical Engineering,2013,2013/14,23-Sep-13,Full-time,,
RRDDUTSING01,12,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2012,2012/13,24-Sep-12,Full-time,,
RRDEDISING01,12,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2012,2012/13,24-Sep-12,Full-time,,
RRDENGSING01,12,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2012,2012/13,24-Sep-12,Full-time,,
RRDEURSING01,13,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDBISSNPP01,10,"Research Degree: Neuroscience, Physiology and Pharmacology",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Part-time,,
RRDBISSNPP01,11,"Research Degree: Neuroscience, Physiology and Pharmacology",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Part-time,,
RRDBISSSMB01,10,Research Degree: Structural and Molecular Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2011,2011/12,26-Sep-11,Part-time,,
RRDBISSSMB01,11,Research Degree: Structural and Molecular Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Part-time,,
RRDPOPSEPI01,9,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Part-time,,
RRDBENSING01,15,Research Degree:  Biochemical Engineering,ENG,Faculty of Engineering Sciences,BENGN_ENG,Biochemical Engineering,2013,2013/14,23-Sep-13,Part-time,,
RRDCENSING01,12,Research Degree:  Chemical Engineering,ENG,Faculty of Engineering Sciences,CENGN_ENG,Chemical Engineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDCENSING01','Research Degree:  Chemical Engineering','Research Degree:  Chemical Engineering');","insert into project(code, title, description, program_id) values ('CENGN_ENG','Chemical Engineering','Chemical Engineering',(select id from program where code='RRDCENSING01'));"
RRDMBISING01,7,Research Degree: Medical and Biomedical Imaging,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2011,2011/12,26-Sep-11,Full-time,,
RRDOPHSING01,13,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2012,2012/13,24-Sep-12,Part-time,,
RRDFRESING01,10,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2011,2011/12,26-Sep-11,Full-time,,
RRDGEOSING01,10,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2011,2011/12,26-Sep-11,Full-time,,
RRDPLSSCPB01,8,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,
RRDPLSSLIN01,8,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,
RRDDEVSING01,12,Research Degree:  Development Planning Unit,BEN,Faculty of the Built Environment,DEVPU_BEN,Development Planning Unit,2012,2012/13,24-Sep-12,Full-time,,
RRDCENSING01,14,Research Degree:  Chemical Engineering,ENG,Faculty of Engineering Sciences,CENGN_ENG,Chemical Engineering,2013,2013/14,23-Sep-13,Full-time,,
RRDSCSSING01,5,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2011,2011/12,26-Sep-11,Full-time,,
RRDSCSSING01,6,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2011,2011/12,26-Sep-11,Part-time,,
RRDCIVSGEO01,12,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDCIVSGEO01','Research Degree:  Civil, Environmental and Geomatic Engineering','Research Degree:  Civil, Environmental and Geomatic Engineering');","insert into project(code, title, description, program_id) values ('CIVLG_ENG','Civil, Environmental and Geomatic Engineering','Civil, Environmental and Geomatic Engineering',(select id from program where code='RRDCIVSGEO01'));"
RRDCIVSGEO01,13,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2012,2012/13,24-Sep-12,Part-time,,
RRDIFNSING01,13,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2012,2012/13,24-Sep-12,Part-time,,
RRDINFSING01,12,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDITASING01,13,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2012,2012/13,24-Sep-12,Part-time,,
RRDMEDSEDU01,13,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Part-time,,
RRDCANSING01,12,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Part-time,,
RRDCANSONC01,11,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,
RRDCANSONC01,12,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Part-time,,
RRDCANSPAT01,11,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,
RRDCANSPAT01,12,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2012,2012/13,24-Sep-12,Part-time,,
RRDMEDSOPL01,5,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Part-time,,
RRDMEDSOPL01,6,Research Degree:  Division of Medical Education Open Learning,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Part-time,,
RRDPLSSCPB01,10,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDPLSSCPB01,11,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDPLSSDSC01,10,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDIFNSING01,14,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2013,2013/14,23-Sep-13,Full-time,,
RRDIFNSING01,15,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2013,2013/14,23-Sep-13,Part-time,,
RRDINFSING01,13,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDINFSING01,14,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDIONSING01,14,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2013,2013/14,23-Sep-13,Full-time,,
RRDIONSING01,15,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2013,2013/14,23-Sep-13,Part-time,,
RRDITASING01,14,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2013,2013/14,23-Sep-13,Full-time,,
RRDITASING01,15,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2013,2013/14,23-Sep-13,Part-time,,
RRDLAWSING01,14,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2013,2013/14,23-Sep-13,Full-time,,
RRDLAWSING01,15,Research Degree:  Law,LAW,Faculty of Laws,LAWSD_LAW,Laws,2013,2013/14,23-Sep-13,Part-time,,
RRDCIVSGEO01,14,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2013,2013/14,23-Sep-13,Full-time,,
RRDCIVSGEO01,15,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2013,2013/14,23-Sep-13,Part-time,,
RRDCANSMBP01,2,Research Degree: Cancer Institute  (MB PhD programme),MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2011,2011/12,26-Sep-11,Part-time,,
DDDEDISPAE01,14,DDent Paediatric Dentistry,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDCOMSING01,12,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDCOMSING01','Research Degree:  Computer Science','Research Degree:  Computer Science');","insert into project(code, title, description, program_id) values ('COMPS_ENG','Computer Science','Computer Science',(select id from program where code='RRDCOMSING01'));"
DDYPSYSCAP01,16,DPsychotherapy Child and Adolescent Psychoanalytic Psychotherapy,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDCARSMBP01,2,Research Degree: Cardiovascular Science (MB PhD programme),PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2011,2011/12,26-Sep-11,Part-time,,
RMPPHISING09,13,MPhilStud Philosophical Studies,ART,Faculty of Arts and Humanities,PHILO_ART,Philosophy,2013,2013/14,23-Sep-13,Full-time,,
RRDANTSING01,14,Research Degree:  Anthropology,SHS,Faculty of Social and Historical Sciences,ANTHR_SHS,Anthropology,2013,2013/14,23-Sep-13,Full-time,,
RRDANTSING01,15,Research Degree:  Anthropology,SHS,Faculty of Social and Historical Sciences,ANTHR_SHS,Anthropology,2013,2013/14,23-Sep-13,Part-time,,
RRDARLSING01,14,Research Degree:  Institute of Archaeology,SHS,Faculty of Social and Historical Sciences,ARCLG_SHS,Institute of Archaeology,2013,2013/14,23-Sep-13,Full-time,,
RRDARLSING01,15,Research Degree:  Institute of Archaeology,SHS,Faculty of Social and Historical Sciences,ARCLG_SHS,Institute of Archaeology,2013,2013/14,23-Sep-13,Part-time,,
RRDBARSGST01,14,Research Degree:  Bartlett School of Graduate Studies,BEN,Faculty of the Built Environment,BSGST_BEN,Bartlett School of Graduate Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDBARSGST01,15,Research Degree:  Bartlett School of Graduate Studies,BEN,Faculty of the Built Environment,BSGST_BEN,Bartlett School of Graduate Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDBARSING01,14,Research Degree:  Bartlett School of Architecture,BEN,Faculty of the Built Environment,BSARC_BEN,Bartlett School of Architecture,2013,2013/14,23-Sep-13,Full-time,,
RRDBARSING01,15,Research Degree:  Bartlett School of Architecture,BEN,Faculty of the Built Environment,BSARC_BEN,Bartlett School of Architecture,2013,2013/14,23-Sep-13,Part-time,,
RRDBARSPLN01,14,Research Degree:  Bartlett School of Planning,BEN,Faculty of the Built Environment,BSPLN_BEN,Bartlett School of Planning,2013,2013/14,23-Sep-13,Full-time,,
RRDBARSPLN01,15,Research Degree:  Bartlett School of Planning,BEN,Faculty of the Built Environment,BSPLN_BEN,Bartlett School of Planning,2013,2013/14,23-Sep-13,Part-time,,
RRDCOMSING01,13,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Part-time,,
RRDCOMSING01,14,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Full-time,,
RRDBISS4YR01,14,Research Degree: Biosciences - London Pain Consortium (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSCDB01,14,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSCDB01,15,Research Degree: Cell and Developmental Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Part-time,,
RRDBISSGEE01,12,"Research Degree: Genetics, Evolution and Environment",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSGEE01,13,"Research Degree: Genetics, Evolution and Environment",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Part-time,,
RRDBISSHME01,1,Research Degree: History of Medicine,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSHME01,2,Research Degree: History of Medicine,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Part-time,,
RRDBISSNPP01,12,"Research Degree: Neuroscience, Physiology and Pharmacology",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSNPP01,13,"Research Degree: Neuroscience, Physiology and Pharmacology",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Part-time,,
RRDBISSSMB01,12,Research Degree: Structural and Molecular Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBISSSMB01,13,Research Degree: Structural and Molecular Biology,LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Part-time,,
RRDBOLSSYS01,10,Research Degree: Systems Biology,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2013,2013/14,23-Sep-13,Full-time,,
RRDBOLSSYS01,11,Research Degree: Systems Biology,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2013,2013/14,23-Sep-13,Part-time,,
RRDCANSHAE01,15,Research Degree: Haematology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDCANSHAE01,16,Research Degree: Haematology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDCANSING01,13,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDCANSING01,14,Research Degree: Cancer Institute,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDCANSONC01,14,Research Degree: Oncology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDCANSPAT01,13,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDCANSPAT01,14,Research Degree: Pathology,MDS,Faculty of Medical Sciences,CANCR_MDS,Cancer Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDCARSING01,7,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2013,2013/14,23-Sep-13,Full-time,,
RRDCARSING01,8,Research Degree: Cardiovascular Science,PHS,Faculty of Population Health Sciences,CARDI_PHS,Institute of Cardiovascular Science,2013,2013/14,23-Sep-13,Part-time,,
RRDCASSING01,14,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2013,2013/14,23-Sep-13,Full-time,,
RRDCASSING01,15,Research Degree: Centre for Advanced Spatial Analysis,BEN,Faculty of the Built Environment,CASAN_BEN,Centre for Advanced Spatial Analysis,2013,2013/14,23-Sep-13,Part-time,,
RRDCOMSING01,15,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Part-time,,
