CN0247,Tianjin University of Technology,CN
CN0248,Tianjin University of Traditional Chinese Medicine,CN
CN0249,Tianjin University Science &#38; Technology,CN
CN0250,Tibet University,CN
CN0251,Tongji University,CN
CN0252,Tsinghua University,CN
CN0253,University of International Business and Economics,CN
CN0254,University of Science &#38; Technology of China,CN
CN0255,University of Science and Technology of China (USTC),CN
CN0256,University of Shanxi Datong,CN
CN0257,Wuhan University,CN
CN0258,Wuhan University (Institute) of Technology,CN
CN0259,Wuhan University of Science &#38; Technology,CN
CN0260,Wuhan University of Technology,CN
CN0261,Wuyi University,CN
CN0262,Xiamen University,CN
CN0263,Xi&#39;an Architectural Engineering University,CN
CN0264,Xi&#39;an Electronic Science &#38; Technology University,CN
CN0265,Xi&#39;an International Studies University,CN
CN0266,Xi&#39;an Jiaotong University,CN
CN0267,Xi&#39;an Shiyou (Petroleum) University,CN
CN0268,Xi&#39;an University of Technology,CN
CN0269,Xiangtan University,CN
CN0270,Xibei (North-West) Normal University,CN
CN0271,Xibei (North-West) Science &#38; Technology University of Agriculture &#38; Forestry,CN
CN0272,Xibei (North-West) University for Nationalities,CN
CN0273,Xibei (North-West) University of Technology (Northwestern Polytechnical University),CN
CN0274,Xibei University,CN
CN0275,Xihua University,CN
CN0276,Xi&#39;nan (South-West) Jiaotong University,CN
CN0277,Xi&#39;nan (South-West) University of Finance &#38; Economics,CN
CN0278,Xi&#39;nan (South-west) University of Political Science &#38; Law,CN
CN0279,Xi&#39;nan (South-West) University of Science &#38; Technology,CN
CN0280,Xinjiang Agricultural University,CN
CN0281,Xinjiang Medical University,CN
CN0282,Xinjiang Normal University,CN
CN0283,Xinjiang University,CN
CN0284,Xuzhou Normal University,CN
CN0285,Yan&#39;an University,CN
CN0286,Yanbian University,CN
CN0287,Yangtze (Changjiang) University,CN
CN0288,Yangzhou University,CN
CN0289,Yanshan University,CN
CN0290,Yantai University,CN
CN0291,Yunnan Agricultural University,CN
CN0292,Yunnan Normal University,CN
CN0293,Yunnan University,CN
CN0294,Yunnan University for Nationalities,CN
CN0295,Yunnan University of Finance and Economics,CN
CN0296,Zhejiang Normal University,CN
CN0297,Zhejiang University,CN
CN0298,Zhejiang University of Technology,CN
CN0299,Zhengzhou University,CN
CN0300,Zhongnan (South Central) University for Nationalities,CN
CN0301,Zhongnan (South Central) University of Economics &#38; Law,CN
CN0302,Zhongshan University,CN
CN0303,Zhongyang (Central) University for Nationalities,CN
CN0304,Zhongyang (Central) University of Finance &#38; Economics,CN
CN0305,Minzu University,CN
CN0306,Guangzhou Academy of Fine Arts,CN
CO0001,Escuela Naval de Cadetes Almirante Padilla,CO
CO0002,Fundaci&#243;n Universidad Aut&#243;noma de Colombia (FUAC),CO
CO0003,Fundaci&#243;n Universidad Central,CO
CO0004,"Pontificia Universidad Javeriana, Bogota",CO
CO0005,Universidad Antonio Nari&#241;o,CO
CO0006,Universidad Aut&#243;noma de Bucaramanga (UNAB),CO
CO0007,Universidad Aut&#243;noma de Manizales,CO
CO0008,Universidad Aut&#243;noma de Occidente,CO
CO0009,Universidad Aut&#243;noma del Caribe,CO
CO0010,Universidad Aut&#243;noma Latinoamericana,CO
CO0011,Universidad Cat&#243;lica de Colombia,CO
CO0012,Universidad Cat&#243;lica de Manizales,CO
CO0013,Universidad Cat&#243;lica de Oriente,CO
CO0014,Universidad CES,CO
CO0015,Universidad Colegio Mayor Cundinamarca (UCMC),CO
CO0016,Universidad Cooperativa de Colombia,CO
CO0017,Universidad de Am&#233;rica,CO
CO0018,Universidad de Antioquia,CO
CO0019,Universidad de Bogot&#225; Jorge Tadeo Lozano,CO
CO0020,Universidad de Boyac&#225; (UniBoyac&#225;),CO
CO0021,Universidad de Caldas,CO
CO0022,Universidad de Cartagena,CO
CO0023,Universidad de Ciencias Aplicadas y Ambientales (UDCA),CO
CO0024,Universidad de Cordoba,CO
CO0025,Universidad de Cundinamarca (UDEC),CO
CO0026,Universidad de Ibagu&#233; - Coruniversitaria,CO
CO0027,Universidad de La Amazonia,CO
CO0028,Universidad de La Guajira,CO
CO0029,Universidad de La Sabana,CO
CO0030,Universidad de La Salle,CO
CO0031,Universidad de Los Andes,CO
CO0032,Universidad de Los Llanos,CO
CO0033,Universidad de Manizales,CO
CO0034,Universidad de Medell&#237;n,CO
CO0035,Universidad de Nari&#241;o,CO
CO0036,Universidad de Pamplona,CO
CO0037,Universidad de San Buenaventura,CO
CO0038,Universidad de Santander (UDES),CO
CO0039,Universidad de Sucre,CO
CO0040,Universidad del Atlantico,CO
CO0041,Universidad del Cauca,CO
CO0042,Universidad del Magdalena,CO
CO0043,Universidad del Norte,CO
CO0044,Universidad del Pacifico,CO
CO0045,Universidad del Quindio,CO
CO0046,Universidad del Rosario,CO
CO0047,Universidad del Sin&#250; El&#237;as Bechara Zain&#250;m,CO
CO0048,Universidad del Tolima,CO
CO0049,Universidad del Valle,CO
CO0050,Universidad Distrital Francisco Jose de Caldas,CO
CO0051,Universidad EAFIT,CO
CO0052,Universidad EAN,CO
CO0053,Universidad El Bosque,CO
CO0054,Universidad Externado de Colombia,CO
CO0055,Universidad Francisco de Paula Santander,CO
CO0057,Universidad ICESI,CO
CO0058,Universidad INCCA de Colombia,CO
CO0059,Universidad Industrial de Santander,CO
CO0060,Universidad La Gran Colombia,CO
CO0061,Universidad Libre,CO
CO0062,Universidad Manuela Beltr&#225;n (UMB),CO
CO0063,Universidad Mariana,CO
CO0064,Universidad Metropolitana,CO
CO0065,Universidad Militar Nueva Granada,CO
CO0066,Universidad Nacional Abierta y a Distancia (UNAD),CO
CO0067,Universidad Nacional de Colombia,CO
CO0068,Universidad Pedag&#243;gica Nacional,CO
CO0069,Universidad Pedag&#243;gica y Tecnol&#243;gica de Colombia (UPTC),CO
CO0070,Universidad Piloto de Colombia,CO
CO0071,Universidad Pontificia Bolivariana,CO
CO0072,Universidad Popular del Cesar,CO
CO0073,Universidad Santiago de Cali,CO
CO0074,Universidad Santo Tom&#225;s,CO
CO0075,Universidad Sergio Arboleda,CO
CO0076,Universidad Sim&#243;n Bol&#237;var,CO
CO0077,Universidad Surcolombiana,CO
CO0078,Universidad Tecnol&#243;gica de Bolivar,CO
CO0079,Universidad Tecnol&#243;gica de Pereira,CO
CU0001,Universidad Agraria de La Habana Fructuoso Rodr&#237;guez,CU
CU0002,Universidad Central Martha Abreu de Las Villas,CU
CU0003,Universidad de Camag&#252;ey,CU
CU0004,Universidad de Ciego de &#193;vila (UNICA),CU
CU0005,Universidad de Cienfuegos Carlos Rafael Rodr&#237;guez,CU
CU0006,Universidad de Granma,CU
CU0007,Universidad de Holgu&#237;n &#211;scar Lucero Moya,CU
CU0008,Universidad de La Habana,CU
CU0009,Universidad de Matanzas Camilo Cienfuegos,CU
CU0010,Universidad de Oriente,CU
CU0011,Universidad de Pinar del Rio Hermanos Montes de Oca,CU
CZ0001,"Academy of Arts, Architecture and Industrial Design, Prague",CZ
CZ0002,"Academy of Fine Arts, Prague",CZ
CZ0003,"Academy of Performing Arts, Prague",CZ
CZ0004,"Charles University, Prague",CZ
CZ0005,"College of Polytechnics, Jihlava",CZ
CZ0006,"Czech Technical University, Prague",CZ
CZ0007,"Czech University of Agriculture, Prague",CZ
CZ0008,"Higher School of Teacher Training, Hradec Kr&#225;lov&#233;",CZ
CZ0009,"Institute of Chemical Technology, Prague",CZ
CZ0010,"J.E. Purkyne University, Ust&#237; nad Labem",CZ
CZ0011,"Jan&#225;cek Academy of Music and Dramatic Arts, Brno",CZ
CZ0012,"Masaryk University, Brno",CZ
CZ0013,"Mendel University of Agriculture and Forestry, Brno",CZ
CZ0014,"Ostrava University, Ostrava",CZ
CZ0015,"Palack&#253; University, Olomouc",CZ
CZ0016,"Silesian University, Opava",CZ
CZ0017,"Technical University of Mining and Metallurgy, Ostrava",CZ
CZ0018,"Technical University, Brno",CZ
CZ0019,"Technical University, Liberec",CZ
CZ0020,Tomas Bata University in Zl&#237;n,CZ
CZ0021,"University of Economics, Prague",CZ
CZ0022,University of Pardubice,CZ
CZ0023,"University of South Bohemia, Cesk&#233; Budejovice",CZ
CZ0024,University of Technology and Economics in Cesk&#233; Budejovice,CZ
CZ0025,"University of Veterinary and Pharmaceutical Sciences, Brno",CZ
CZ0026,"University of West Bohemia, Plzen",CZ
DE0001,"Adam-Ries-Fachhochschule, Erfurt",DE
DE0002,AKAD Fachhochschule Leipzig,DE
DE0003,AKAD Fachhochschule Pinneberg,DE
DE0004,AKAD Fachhochschule Stuttgart,DE
DE0005,Albert-Ludwigs-Universit&#228;t Freiburg,DE
DE0006,Alice Salomon Fachhochschule Berlin,DE
DE0007,Bauhaus-Universit&#228;t Weimar,DE
DE0008,Bayerische Julius-Maximilians-Universit&#228;t W&#252;rzburg,DE
DE0009,Bergische Universit&#228;t Wuppertal,DE
DE0010,Brandenburgische Technische Universit&#228;t Cottbus,DE
DE0011,Carl von Ossietzky Universit&#228;t Oldenburg,DE
DE0012,Christian-Albrechts-Universit&#228;t zu Kiel,DE
DE0013,DIPLOMA Fachhochschule Nordhessen,DE
DE0014,Eberhard-Karls-Universit&#228;t T&#252;bingen,DE
DE0015,Ernst-Moritz-Arndt-Universit&#228;t Greifswald,DE
DE0016,"Europa Fachhochschule Fresenius, Idstein",DE
DE0017,"Europ&#228;ische Fachhochschule Rhein/Erft, Br&#252;hl",DE
DE0018,Europa-Universit&#228;t Viadrina Frankfurt (Oder),DE
DE0019,Fachhochschule Aachen,DE
DE0020,Fachhochschule Amberg-Weiden,DE
DE0021,Fachhochschule Ansbach,DE
DE0022,Fachhochschule Aschaffenburg,DE
DE0023,Fachhochschule Bielefeld,DE
DE0024,Fachhochschule Bingen,DE
DE0025,"Fachhochschule Bonn-Rhein-Sieg, Sankt Augustin",DE
DE0026,"Fachhochschule Brandenburg, Brandenburg",DE
DE0027,Fachhochschule Braunschweig/Wolfenb&#252;ttel,DE
DE0028,Fachhochschule Deggendorf,DE
DE0029,"Fachhochschule der Deutschen Bundesbank, Hachenburg",DE
DE0030,"Fachhochschule der Diakonie - Diaconia, Bielefeld",DE
DE0031,"Fachhochschule der Wirtschaft, Paderborn",DE
DE0032,"Fachhochschule des Mittelstandes (FHM), Bielefeld",DE
DE0033,Fachhochschule Dortmund,DE
DE0034,Fachhochschule D&#252;sseldorf,DE
DE0035,Fachhochschule Eberswalde,DE
DE0036,Fachhochschule Erfurt,DE
DE0037,Fachhochschule Flensburg,DE
DE0038,Fachhochschule Frankfurt am Main,DE
DE0039,"Fachhochschule f&#252;r angewandtes Management, Erding",DE
DE0040,Fachhochschule f&#252;r die Wirtschaft Hannover,DE
DE0041,Fachhochschule f&#252;r &#246;ffentliche Verwaltung NRW (Gelsenkirchen),DE
DE0042,Fachhochschule f&#252;r Religionsp&#228;dagogik und Gemeindediakonie Moritzburg,DE
DE0043,Fachhochschule f&#252;r Technik und Wirtschaft Berlin,DE
DE0044,Fachhochschule f&#252;r Verwaltung und Rechtspflege Berlin,DE
DE0045,Fachhochschule f&#252;r Wirtschaft Berlin,DE
DE0046,Fachhochschule Gelsenkirchen,DE
DE0047,Fachhochschule Giessen-Friedberg,DE
DE0048,Fachhochschule Hannover,DE
DE0049,Fachhochschule Ingolstadt,DE
DE0050,Fachhochschule Jena,DE
DE0051,Fachhochschule Kaiserslautern,DE
DE0052,Fachhochschule Kiel,DE
DE0053,Fachhochschule Koblenz,DE
DE0054,Fachhochschule K&#246;ln,DE
DE0055,Fachhochschule Landshut,DE
DE0056,"Fachhochschule Lausitz, Senftenberg",DE
DE0057,Fachhochschule L&#252;beck,DE
DE0058,"Fachhochschule Ludwigshafen, Hochschule f&#252;r Wirtschaft",DE
DE0059,Fachhochschule Mainz,DE
DE0060,Fachhochschule M&#252;nster,DE
DE0061,Fachhochschule Neu-Ulm,DE
DE0062,Fachhochschule Nordhausen,DE
DE0063,Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,DE
DE0064,Fachhochschule Osnabr&#252;ck,DE
DE0065,Fachhochschule Potsdam,DE
DE0066,Fachhochschule Schloss Hohenfels,DE
DE0067,Fachhochschule Schmalkalden,DE
DE0068,"Fachhochschule Schw&#228;bisch Hall, Hochschule f&#252;r Gestaltung",DE
DE0069,Fachhochschule Stralsund,DE
DE0070,"Fachhochschule S&#252;dwestfalen, Iserlohn",DE
DE0071,"Fachhochschule Trier, Hochschule f&#252;r Technik, Wirtschaft und Gestaltung",DE
DE0072,"Fachhochschule und Berufskollegs NTA, Isny/Allg&#228;u",DE
DE0073,Fachhochschule Wedel,DE
DE0074,"Fachhochschule Weihenstephan, Freising",DE
DE0075,"Fachhochschule Westk&#252;ste, Hochschule f&#252;r Wirtschaft und Technik, Heide",DE
DE0076,Fachhochschule Wiesbaden,DE
DE0077,Fachhochschule Worms,DE
DE0078,Fachhochschule W&#252;rzburg - Schweinfurt,DE
DE0079,Freie Universit&#228;t Berlin,DE
DE0080,Friedrich-Alexander-Universit&#228;t Erlangen-N&#252;rnberg,DE
DE0081,Friedrich-Schiller-Universit&#228;t Jena,DE
DE0082,Georg-August-Universit&#228;t G&#246;ttingen,DE
DE0083,Gottfried Wilhelm Leibniz Universit&#228;t Hannover,DE
DE0084,HafenCity Universit&#228;t Hamburg,DE
DE0085,Heinrich-Heine-Universit&#228;t D&#252;sseldorf,DE
DE0086,Humboldt-Universit&#228;t zu Berlin,DE
DE0087,Internationale Fachhochschule Bad Honnef - Bonn,DE
DE0088,"Internationale Fachhochschule f&#252;r Exekutives Management, Berlin",DE
DE0089,Jacobs University Bremen (formerly: International University Bremen),DE
DE0090,"Johann Wolfgang Goethe-Universit&#228;t, Frankfurt am Main",DE
DE0091,Johannes Gutenberg-Universit&#228;t Mainz,DE
DE0092,Julius-Maximilians-Universit&#228;t W&#252;rzburg,DE
DE0093,Justus-Liebig-Universit&#228;t Giessen (Gie&#223;en),DE
DE0094,Katholische Universit&#228;t Eichst&#228;tt - Ingolstadt,DE
DE0095,Leuphana Universit&#228;t L&#252;neburg,DE
DE0096,Ludwig-Maximilians-Universit&#228;t M&#252;nchen,DE
DE0097,Martin-Luther-Universit&#228;t Halle-Wittenberg,DE
DE0098,Otto-Friedrich-Universit&#228;t Bamberg,DE
DE0099,Otto-von-Guericke-Universit&#228;t Magdeburg,DE
DE0100,Philipps-Universit&#228;t Marburg,DE
DE0101,Rheinische Fachhochschule K&#246;ln,DE
DE0102,Rheinische Friedrich-Wilhelms-Universit&#228;t Bonn,DE
DE0103,Rheinisch-Westf&#228;lische Technische Hochschule Aachen,DE
DE0104,Ruhr-Universit&#228;t Bochum,DE
DE0105,Ruprecht-Karls-Universit&#228;t Heidelberg,DE
DE0106,Staatliche Hochschule f&#252;r Bildende K&#252;nste (St&#228;delschule) Frankfurt am Main,DE
DE0107,Technische Fachhochschule Berlin,DE
DE0108,"Technische Fachhochschule Georg Agricola f&#252;r Rohstoff, Energie und Umwelt zu Bochum",DE
DE0109,Technische Fachhochschule Wildau,DE
DE0110,Technische Universit&#228;t Bergakademie Freiberg,DE
DE0111,Technische Universit&#228;t Berlin,DE
DE0112,Technische Universit&#228;t Carolo-Wilhelmina zu Braunschweig,DE
DE0113,Technische Universit&#228;t Chemnitz,DE
DE0114,Technische Universit&#228;t Clausthal,DE
DE0115,Technische Universit&#228;t Darmstadt,DE
DE0116,Technische Universit&#228;t Dortmund,DE
DE0117,Technische Universit&#228;t Dresden,DE
DE0118,Technische Universit&#228;t Hamburg-Harburg,DE
DE0119,Technische Universit&#228;t Ilmenau,DE
DE0120,Technische Universit&#228;t Kaiserslautern,DE
DE0121,Technische Universit&#228;t M&#252;nchen,DE
DE0122,Universit&#228;t Augsburg,DE
DE0123,Universit&#228;t Bayreuth,DE
DE0124,Universit&#228;t Bielefeld,DE
DE0125,Universit&#228;t Bremen,DE
DE0126,Universit&#228;t der Bundeswehr M&#252;nchen,DE
DE0127,"Universit&#228;t des Saarlandes, Saarbr&#252;cken",DE
DE0128,Universit&#228;t Dortmund (Dortmund),DE
DE0129,Universit&#228;t Duisburg-Essen Standort Duisburg (Duisburg),DE
DE0130,Universit&#228;t Duisburg-Essen Standort Essen (Essen),DE
DE0131,Universit&#228;t Erfurt,DE
DE0132,Universit&#228;t Flensburg,DE
DE0133,Universit&#228;t Fridericiana zu Karlsruhe / Universit&#228;t Karlsruhe,DE
DE0134,Universit&#228;t Hamburg,DE
DE0135,Universit&#228;t Hildesheim,DE
DE0136,"Universit&#228;t Hohenheim, Stuttgart",DE
DE0137,Universit&#228;t Kassel,DE
DE0138,Universit&#228;t Koblenz-Landau,DE
DE0139,Universit&#228;t Konstanz,DE
DE0140,Universit&#228;t Leipzig,DE
DE0141,Universit&#228;t Mannheim,DE
DE0142,Universit&#228;t Osnabr&#252;ck,DE
DE0143,Universit&#228;t Paderborn,DE
DE0144,Universit&#228;t Passau,DE
DE0145,Universit&#228;t Potsdam,DE
DE0146,Universit&#228;t Regensburg,DE
DE0147,Universit&#228;t Rostock,DE
DE0148,Universit&#228;t Siegen,DE
DE0149,Universit&#228;t Stuttgart,DE
DE0150,Universit&#228;t Trier,DE
DE0151,Universit&#228;t Ulm,DE
DE0152,Universit&#228;t zu K&#246;ln,DE
DE0153,Universit&#228;t zu L&#252;beck,DE
DE0154,Westf&#228;lische Wilhelms-Universit&#228;t M&#252;nster,DE
DK0001,Aalborg University (Aalborg Universitet),DK
DK0002,Aarhus School of Architecture (Arkitektskolen i Aarhus),DK
DK0003,Aarhus School of Business (Handelsh&#248;jskolen i &#197;rhus),DK
DK0004,Copenhagen Business School (Handelsh&#248;jskolen i K&#248;benhavn),DK
DK0005,Danish University of Education (Danmarks P&#230;dagogiske Universitet),DK
DK0006,Roskilde University (Roskilde Universitetscenter),DK
DK0007,"Royal Academy of Music, Aarhus (Det jyske Musikkonservatorium)",DK
DK0008,Royal Danish Academy of Fine Arts,DK
DK0009,Royal Danish Academy of Music (Det Kgl. danske Musikkonservatorium),DK
DK0010,Royal Danish School of Pharmacy (Danmarks Farmaceutiske H&#248;jskole),DK
DK0011,Royal Veterinary and Agricultural University (Den Kgl. Veterin&#230;r- og Landboh&#248;jskole),DK
DK0012,Technical University of Denmark (Danmarks Tekniske Universitet),DK
DK0013,University of Aarhus (Aarhus Universitet),DK
DK0014,University of Copenhagen (K&#248;benhavns Universitet),DK
DK0015,University of Southern Denmark (Syddansk Universitet),DK
DK0016,Engineering College of Aarhus,DK
DZ0001,Ecole nationale d&#39;administration d&#39;Alger (ENA),DZ
DZ0002,Ecole nationale des travaux publics de Kouba (ENTP),DZ
DZ0003,Ecole nationale polytechnique d&#39;architecture et d&#39;urbanisme (EPAU),DZ
DZ0004,Ecole nationale polytechnique d&#39;El Harrach (ENP),DZ
DZ0005,Ecole nationale sup&#233;rieure d&#39;hydraulique de Blida (ENSH),DZ
DZ0006,Ecole nationale v&#233;t&#233;rinaire d&#39;El Harrach (ENV),DZ
DZ0007,Ecole normale des lettres et sciences humaines d&#39;Alger,DZ
DZ0008,Ecole normale des lettres et sciences humaines de Constantin,DZ
DZ0009,Ecole normale sup&#233;rieure de Kouba (ENS),DZ
DZ0010,Ecole normale sup&#233;rieure d&#39;enseignement technique d&#39;Oran (ENSET),DZ
DZ0011,INES de commerce (ex-ESC),DZ
DZ0012,INES de commerce (ex-INC),DZ
DZ0013,Institut national d&#39;agronomie (INA),DZ
DZ0014,Institut national de planification et de statistiques (INPS),DZ
DZ0015,Institut national des sciences de la mer et de l&#39;am&#233;nagement du littoral (ISMAL),DZ
DZ0016,Institut national d&#39;informatique (INI),DZ
DZ0017,Universit&#233; 8 Mai 1945 de Guelma,DZ
DZ0018,Universit&#233; Abou Bekr Belkaid de Tlemcen (aka Universit&#233; de Tlemcen),DZ
DZ0019,Universit&#233; Amar Talidji de Laghouat,DZ
DZ0020,Universit&#233; Baaji Mukhtar de Annaba (aka Universit&#233; de Annaba),DZ
DZ0021,Universit&#233; Colonel al-Hajj Lakhdar de Batna (aka Universit&#233; de Batna),DZ
DZ0022,Universit&#233; d&#39;Adrar,DZ
DZ0023,Universit&#233; d&#39;Alger,DZ
DZ0024,Universit&#233; de B&#233;jaia,DZ
DZ0025,Universit&#233; de Chlef,DZ
DZ0026,Universit&#233; de Jijel,DZ
DZ0027,Universit&#233; de la formation Continue,DZ
DZ0028,Universit&#233; de Mostaganem,DZ
DZ0029,Universit&#233; de Ouargla,DZ
DZ0030,Universit&#233; de Skikda,DZ
DZ0031,Universit&#233; des Sciences et de la Technologie d&#39;Oran,DZ
DZ0032,Universit&#233; des Sciences et de la Technologie Houari Boumedi&#232;ne (USTHB),DZ
DZ0033,Universit&#233; Djillali Liabes (until 1996 Universit&#233; de Sidi Bel Abb&#232;s),DZ
DZ0034,Universit&#233; d&#39;Oran-S&#233;nia,DZ
DZ0035,Universit&#233; Emir Abdelkader des Sciences Islamiques,DZ
DZ0036,Universit&#233; Ferhat Abbas de S&#233;tif (aka Universit&#233; de S&#233;tif),DZ
DZ0037,Universit&#233; Ibn Khaldoun de Tiaret (aka Universit&#233; de Tiaret),DZ
DZ0038,Universit&#233; Mentouri de Constantine (aka Universit&#233; de Constantine),DZ
DZ0039,Universit&#233; Mohhamed Bougara de Boumerd&#232;s (aka Universit&#233; de Boumerd&#232;s),DZ
DZ0040,Universit&#233; Mohamed Bouzief de Masila,DZ
DZ0041,Universit&#233; Mohammed Khadir de Biskra (aka Universit&#233; de Biskra),DZ
DZ0042,Universit&#233; Mouloud Mammeri De Tizi-Ouzou (aka S&#233;tif de Tizi Ouzou),DZ
DZ0043,Universit&#233; Saad Dahlab de Blida (aka Universit&#233; de Blida),DZ
EC0001,"Escuela Politecnica del Ejercito, Sangolqu&#237;",EC
EC0002,Escuela Politecnica Javeriana Del Ecuador,EC
EC0003,Escuela Politecnica Nacional,EC
EC0004,"Escuela Superior Polit&#233;cnica Agropecuaria de Manab&#237;, Calceta",EC
EC0005,Escuela Superior Politecnica Agropecuaria Manabi,EC
EC0006,Escuela Superior Politecnica De Chimborazo,EC
EC0007,Escuela Superior Politecnica Del Litoral,EC
EC0008,Escuela Superior Politecnica Ecologica Amazonica,EC
EC0009,Pontificia Universidad Catolica Del Ecuador,EC
EC0010,"Universidad Laica Eloy Alfaro de Manab&#237;, Manab&#237;",EC
EC0011,Universidad Agraria Del Ecuador,EC
EC0012,Universidad Alfredo Perez Guerrero,EC
EC0013,"Universidad Andina S&#237;mon Bolivar, Quito",EC
EC0014,Universidad Autonoma De Quito,EC
EC0015,Universidad Casa Grande,EC
EC0016,Universidad Catolica De Cuenca,EC
EC0017,Universidad Catolica De Santiago De Guayaquil,EC
EC0018,Universidad Central Del Ecuador,EC
EC0019,Universidad Cooperativa De Colombia Del Ecuador,EC
EC0020,Universidad Cristiana Latinoamericana,EC
EC0021,Universidad De Cuenca,EC
EC0022,Universidad De Especialidades Turisticas,EC
EC0023,Universidad De Guayaquil,EC
EC0024,Universidad De Las Americas,EC
EC0025,Universidad De Otavalo,EC
EC0026,Universidad Del Azuay,EC
EC0027,Universidad Del Pacifico Escuela De Negocios,EC
EC0028,Universidad Estatal Amazonica,EC
EC0029,Universidad Estatal De Bolivar,EC
EC0030,Universidad Estatal De Milagro,EC
EC0031,Universidad Estatal Del Sur De Manabi,EC
EC0032,Universidad Estatal Peninsula De Santa Elena,EC
EC0033,Universidad Internacional Del Ecuador,EC
EC0034,Universidad Internacional Jefferson,EC
EC0035,Universidad Laica Vicente Rocafuerte De Guayaquil,EC
EC0036,Universidad Metropolitana,EC
EC0037,Universidad Nacional De Chimborazo,EC
EC0038,Universidad Nacional De Loja,EC
EC0039,Universidad Particular De Especialidades Espiritu Santo,EC
EC0040,Universidad Particular Internacional Sek,EC
EC0041,Universidad Particular San Gregorio De Portoviejo,EC
EC0042,Universidad Politecnica Salesiana,EC
EC0043,Universidad Regional Autonoma De Los Andes,EC
EC0044,Universidad San Francisco De Quito,EC
EC0045,Universidad Tecnica De Ambato,EC
EC0046,Universidad Tecnica De Babahoyo,EC
EC0047,Universidad Tecnica De Cotopaxi,EC
EC0048,Universidad Tecnica De Machala,EC
EC0049,Universidad Tecnica De Manabi,EC
EC0050,Universidad Tecnica Del Norte,EC
EC0051,Universidad Tecnica Estatal De Quevedo,EC
EC0052,Universidad Tecnica Luis Vargas Torres De Esmeraldas,EC
EC0053,Universidad Tecnica Particular De Loja,EC
EC0054,Universidad Tecnologica America,EC
EC0055,Universidad Tecnologica Empresarial De Guayaquil,EC
EC0056,Universidad Tecnologica Equinoccial,EC
EC0057,Universidad Tecnologica Indoamerica,EC
EC0058,Universidad Tecnologica Israel,EC
EC0059,Universidad Tecnologica San Antonio De Machala,EC
EE0001,Estonian Academy of Arts,EE
EE0002,Estonian Academy of Music,EE
EE0003,Estonian Agricultural University,EE
EE0004,Tallinn Pedagogical University (Tallinn University of Educational Sciences),EE
EE0005,Tallinn Technical University,EE
EE0006,University of Tartu,EE
EG0001,Academy of Arts,EG
EG0002,American University in Cairo,EG
EG0003,Arab Academy for Science and Technology and Maritime Transport,EG
EG0004,British University,EG
EG0005,Canadian University of the Pyramids,EG
EG0006,Egypt (Misr) International University,EG
EG0007,French University,EG
EG0008,German University,EG
EG0009,German University of Cairo,EG
EG0010,"Helwan University, Cairo",EG
EG0011,Mansoura University,EG
EG0012,"Menoufia University, Shebin Al-Kom",EG
EG0013,"Minia University, Minia",EG
EG0014,October 6 University,EG
EG0015,October University for Modern Sciences and Arts (MSA University),EG
EG0016,Sadat Academy,EG
EG0017,"Senghor University, Alexandria",EG
EG0018,Sohag University,EG
EG0019,"South Valley University, Kena",EG
EG0020,"Suez Canal University, Ismailia",EG
EG0021,Tanta University,EG
EG0022,University of Ain Shams,EG
EG0023,University of Al-Azhar,EG
EG0024,University of Alexandria,EG
EG0025,University of Assiut,EG
EG0026,University of Benha,EG
EG0027,University of Beni Suef,EG
EG0028,University of Cairo,EG
EG0029,University of Egypt (Misr) for Science and Technology,EG
EG0030,University of Fyum,EG
EG0031,"Zagazig University, Zagazig",EG
ER0001,University of Asmara,ER
ES0001,Universidad Aut&#243;noma de Barcelona,ES
ES0002,Universidad Aut&#243;noma de Madrid,ES
ES0003,Universidad Carlos III de Madrid,ES
ES0004,Universidad Cat&#243;lica de Valencia San Vicente M&#225;rtir,ES
ES0005,Universidad Cat&#243;lica San Antonio de Murcia,ES
ES0006,Universidad Cat&#243;lica Santa Teresa de Avila,ES
ES0007,Universidad de Abat Oliba CEU,ES
ES0008,Universidad de Alcal&#225;,ES
ES0009,Universidad de Alfonso X El Sabio,ES
ES0010,Universidad de Alicante,ES
ES0011,Universidad de Almer&#237;a,ES
ES0012,Universidad de Antonio de Nebrija,ES
ES0013,Universidad de Barcelona,ES
ES0014,Universidad de Burgos,ES
ES0015,Universidad de C&#225;diz,ES
ES0016,Universidad de Camilo Jos&#233; Cela,ES
ES0017,Universidad de Cantabria,ES
ES0018,Universidad de Cardenal Herrera-CEU,ES
ES0019,Universidad de Castilla-La Mancha,ES
ES0020,Universidad Complutense de Madrid,ES
ES0021,Universidad de C&#243;rdoba,ES
ES0022,Universidad de Deusto,ES
ES0023,Universidad Europea de Madrid,ES
ES0024,Universidad de Europea Miguel de Cervantes,ES
ES0025,Universidad de Extremadura,ES
ES0026,Universidad de Girona,ES
ES0027,Universidad de Granada,ES
ES0028,Universidad de Huelva,ES
ES0029,Universidad de Illes Balears,ES
ES0030,Universidad de Ja&#233;n,ES
ES0031,Universidad de Jaume I de Castell&#243;n,ES
ES0032,Universidad de La Laguna,ES
ES0033,Universidad de La Rioja,ES
ES0034,Universidad de Las Palmas de Gran Canaria,ES
ES0035,Universidad de Le&#243;n,ES
ES0036,Universidad de Lleida,ES
ES0037,Universidad de M&#225;laga,ES
